"Freq [MHz]","dB(S(can_1,can_1)) []","dB(S(can_2,can_2)) []","dB(S(can_3,can_3)) []","dB(S(can_4,can_4)) []","dB(S(can_5,can_5)) []","dB(S(can_6,can_6)) []"
880.666666666667,-4.31218529303097,-5.45773277273891,-5.44746080066573,-4.29825887822696,-5.55843497407518,-5.89157451507994
880.888888888889,-4.34883555141432,-5.50926458863562,-5.50021789684615,-4.37617657446044,-5.68548555885378,-6.00365882194888
881.111111111111,-4.38779503195056,-5.56067831398514,-5.55366269693352,-4.46142738764415,-5.82071599871523,-6.13066796820139
881.333333333333,-4.42867227591602,-5.61108507452559,-5.60657691559394,-4.54734830335816,-5.94923070690116,-6.25866435868667
881.555555555556,-4.4706709768566,-5.65996548960289,-5.65814836055426,-4.62653193722463,-6.05937134771293,-6.37396396473314
881.777777777778,-4.51284375054238,-5.70700565392153,-5.70786522014906,-4.69343593539076,-6.14615147825287,-6.46790319116688
882,-4.5542969114109,-5.75200060759746,-5.7554091860666,-4.7458156173152,-6.21045529662404,-6.5380558886087
882.222222222222,-4.59429906754708,-5.79480252512209,-5.80057766736153,-4.78437645504187,-6.25623245732784,-6.58645697471767
882.444444444444,-4.63230732197622,-5.83529406039869,-5.84323436989619,-4.81146329630506,-6.28808254135732,-6.61709694157123
882.666666666667,-4.66794637792416,-5.87337499692223,-5.88328011160411,-4.82982348463746,-6.30999923550771,-6.63414125055958
882.888888888889,-4.70097059875086,-5.90895577205972,-5.92063641908314,-4.84189020637435,-6.32500043239657,-6.64109731416482
883.111111111111,-4.73122628430955,-5.94195452381788,-5.95523672783309,-4.84953123873025,-6.33519134095323,-6.64060856081712
883.333333333333,-4.75862113592206,-5.97229593410098,-5.98702195536051,-4.85405825918558,-6.34196423836385,-6.63453812384295
883.555555555556,-4.78310212261461,-5.99991097837439,-6.01593852999238,-4.85633471585776,-6.34620031354887,-6.62413934109807
883.777777777778,-4.80464055242579,-6.02473711888852,-6.04193776549565,-4.85689701364889,-6.34843073743351,-6.61022263792587
884,-4.82322254777857,-6.04671869771306,-6.06497594647111,-4.85605644500574,-6.34895301304312,-6.59328982322844
884.222222222222,-4.83960036609616,-6.06462532601376,-6.08391914374942,-4.86370539197872,-6.36662733139643,-6.59227987836256
884.444444444444,-4.85410431074565,-6.07929463413169,-6.09960113644418,-4.87334152566893,-6.38954116796186,-6.59595701640625
884.666666666667,-4.86652364106011,-6.09117842171188,-6.11244156711606,-4.88104221541982,-6.41025357859205,-6.5970559724953
884.888888888889,-4.87681415024408,-6.10024870371777,-6.12240585727694,-4.88679994646435,-6.42874494739008,-6.59561878788159
885.111111111111,-4.88493655973702,-6.10648711242819,-6.12946862585295,-4.89061557242534,-6.44500688764298,-6.59170132949626
885.333333333333,-4.89085672293089,-6.10988524995494,-6.1336139313271,-4.89249894720641,-6.4590430459345,-6.58537342178345
885.555555555556,-4.89454579257572,-6.11044500175125,-6.1348354302011,-4.89246962501234,-6.47086987728968,-6.57671886330142
885.777777777778,-4.89598035477485,-6.10817882410871,-6.13313644908239,-4.89055765696347,-6.48051738401658,-6.56583531679911
886,-4.89514253630318,-6.10311002639908,-6.12852996934196,-4.88680452186187,-6.48802980931189,-6.5528340575851
886.222222222222,-4.89202009736767,-6.09527307935056,-6.12103852496992,-4.88126424015763,-6.49346627370762,-6.53783955914982
886.444444444444,-4.8866065295402,-6.08471399508209,-6.11069401593234,-4.87400473465267,-6.49690133729341,-6.52098888664563
886.666666666667,-4.87890118942639,-6.07149084433632,-6.09753744095222,-4.8651095196484,-6.49842546225471,-6.50243085734658
886.888888888889,-4.8689095141499,-6.05567450244185,-6.08161855515395,-4.85467982277564,-6.49814533704784,-6.48232491189473
887.111111111111,-4.85664338705733,-6.03734974662996,-6.06299545938337,-4.84283727111387,-6.49618400324051,-6.46083962023043
887.333333333333,-4.8421217542367,-6.0166168522007,-6.04173412921064,-4.82972730522511,-6.49268069547023,-6.43815072084461
887.555555555556,-4.82537163876976,-5.99359380836549,-6.01790789261391,-4.81552351958462,-6.48779025954845,-6.41443856076372
887.777777777778,-4.80642976586932,-5.96841903768955,-5.99159686611158,-4.8004331602567,-6.48168194700965,-6.38988476623027
888,-4.78534510540545,-5.94125351806146,-5.96288735964175,-4.78470402796534,-6.47453728730021,-6.3646679308772
888.222222222222,-4.76218276654766,-5.91227763685187,-5.93187126076326,-4.76863301009114,-6.46654659868106,-6.33895806118931
888.444444444444,-4.73702984737994,-5.88166556047851,-5.8986454087288,-4.75257634439867,-6.45790349819737,-6.31290947237063
888.666666666667,-4.71000404410508,-5.84947614136686,-5.86331096854766,-4.73696139562159,-6.44879648498757,-6.28665178911642
888.888888888889,-4.68126602220253,-5.81525554218018,-5.82597281402534,-4.72229900842191,-6.43939626281017,-6.26027868803037
889.111111111111,-4.65103663399652,-5.77682023167596,-5.78673892619689,-4.70919404087968,-6.42983687343313,-6.23383404077117
889.333333333333,-4.61961976582661,-5.7283986312121,-5.74571980756483,-4.69834890994397,-6.42018779538103,-6.20729520502942
889.555555555556,-4.58743035303733,-5.66629624808765,-5.70302789743757,-4.690550061353,-6.41041255256748,-6.18055339114767
889.777777777778,-4.55502389197478,-5.60342553830387,-5.65877693165305,-4.68661931299445,-6.40030593631983,-6.15339131619011
890,-4.52311710296947,-5.55042466022685,-5.61308105715806,-4.68730098880758,-6.38939310238903,-6.12545868723442
890.222222222222,-4.49257796651749,-5.50325671411367,-5.56605301008484,-4.69304524004124,-6.37675036553362,-6.09624616881607
890.444444444444,-4.46434868485421,-5.45731276190994,-5.51779818192566,-4.70365081309403,-6.36067631099771,-6.06505756560418
890.666666666667,-4.43925708613068,-5.41081039283478,-5.46838162416684,-4.71777567141771,-6.3385107014357,-6.03097589046419
890.888888888889,-4.41769411848909,-5.36331355277483,-5.41712535424184,-4.73244987261378,-6.30961024142017,-5.99280959456345
891.111111111111,-4.39921487945121,-5.31484273829352,-5.36790207922462,-4.74292683151711,-6.27829177120222,-5.94903508938344
891.333333333333,-4.38224534418123,-5.26556350977393,-5.3157880497148,-4.74332766987073,-6.24086276035017,-5.89854976634263
891.555555555556,-4.36414351119348,-5.21569193471251,-5.26333802901708,-4.72824733799036,-6.19101716291901,-5.84644794565989
891.777777777778,-4.34174159106723,-5.16547182103069,-5.21049895212411,-4.69471415264929,-6.12684395160029,-5.7934382272919
892,-4.31223174876237,-5.11517587672426,-5.15739227922304,-4.64329987253713,-6.04881953928262,-5.7285506236125
892.222222222222,-4.27410510939019,-5.06511257635141,-5.10417237307405,-4.57764827911128,-5.95925548585611,-5.65385048950101
892.444444444444,-4.22789882593048,-5.01562092783499,-5.05101127822569,-4.50289493373402,-5.86220367909398,-5.57218894374059
892.666666666667,-4.17645458119885,-4.9670064620256,-4.99808432759647,-4.42407926149302,-5.76295484580091,-5.48596177313839
892.888888888889,-4.12416869507858,-4.91928068247205,-4.9455211270598,-4.34525718107253,-5.66718275593486,-5.39800519244523
893.111111111111,-4.07509999663421,-4.87138772919646,-4.89324373221243,-4.26933842803568,-5.5800524375345,-5.31170322116638
893.333333333333,-4.03111844936549,-4.81978120298673,-4.84049810244946,-4.19833615717867,-5.50557699048319,-5.2307485497642
893.555555555556,-3.99163047438388,-4.75884040385741,-4.78483982182613,-4.13372995489449,-5.44632605900258,-5.15872515329242
893.777777777778,-3.95475481622502,-4.68809031493243,-4.72170604043286,-4.07676535293689,-5.4034168821304,-5.09860472936319
894,-3.9185908744925,-4.61598411716462,-4.64968971524213,-4.02859783806392,-5.37664928961597,-5.05226026075331
894.222222222222,-3.88180245169029,-4.54924779721721,-4.5772135998736,-3.99021989995322,-5.36467367745915,-5.02011748734224
894.444444444444,-3.84364234239551,-4.48827123288832,-4.51201990594613,-3.96213576431263,-5.36515136015133,-5.00105339032322
894.666666666667,-3.80377335597939,-4.43124061598843,-4.45351804388596,-3.94384444201192,-5.37492992093402,-4.99259398687462
894.888888888889,-3.76209407054345,-4.37663887296419,-4.39877830319676,-3.93338888140709,-5.39028476372382,-4.99137317385556
895.111111111111,-3.71863030653133,-4.3235541806731,-4.34594908474587,-3.92739127830251,-5.40726331528624,-4.99372889006662
895.333333333333,-3.67348880035534,-4.27146330599299,-4.29418779774733,-3.92182568945606,-5.42211783461887,-4.99627582593615
895.555555555556,-3.62685301763243,-4.2200380601664,-4.24313797210214,-3.91322343684654,-5.43175149838285,-4.99632177171149
895.777777777778,-3.57899912074857,-4.16903511320906,-4.19262033226998,-3.89959174246574,-5.43406566442914,-4.99206603924709
896,-3.5303099262225,-4.11824514027518,-4.14248236044917,-3.88056921795204,-5.4281091495653,-4.98259252208312
896.222222222222,-3.48126629979489,-4.06747923749547,-4.09252587992243,-3.85694794666371,-5.4139878983902,-4.96771546284164
896.444444444444,-3.43240353594135,-4.01657805002574,-4.04248086279888,-3.82999978426817,-5.39256210456065,-4.94774503892505
896.666666666667,-3.38423645853537,-3.96543151257513,-3.99202286366285,-3.80086603020894,-5.36500189345173,-4.92322319908368
896.888888888889,-3.33717444228218,-3.91399737380189,-3.94083719783818,-3.75862465695398,-5.3322810540548,-4.89465444154222
897.111111111111,-3.29145431528558,-3.86230877813625,-3.88871574075242,-3.7399681551412,-5.29468070542058,-4.86223567050369
897.333333333333,-3.24710959538735,-3.8104666313967,-3.83564376920747,-3.70810319181155,-5.251386060348,-4.82558535611829
897.555555555556,-3.20397694259896,-3.75861929089106,-3.78182486720393,-3.67438487854175,-5.2003121850835,-4.78349755886256
897.777777777778,-3.1617305966551,-3.70693672188862,-3.7276239882113,-3.63747398127139,-5.13836121059378,-4.73381407557446
898,-3.11994277673834,-3.65558665974421,-3.67346070330142,-3.5955571387536,-5.06228144716189,-4.67361002140189
898.222222222222,-3.07818771626656,-3.60471738975735,-3.61970884987515,-3.54673224618405,-4.97002158997241,-4.59993941395648
898.444444444444,-3.03621107210351,-3.55444785204794,-3.56663963658262,-3.48957269048371,-4.86199934903575,-4.51118968024873
898.666666666667,-2.99412466551948,-3.50486260196896,-3.5144107248481,-3.42376741963488,-4.74147482035172,-4.4085206010374
898.888888888889,-2.95246479207913,-3.45600677125276,-3.46308351297524,-3.35053049419873,-4.6136859629295,-4.29631759573754
899.111111111111,-2.91195940226866,-3.40787300875261,-3.41264958306186,-3.27247752567333,-4.48426890045488,-4.18094312748055
899.333333333333,-2.87313498722855,-3.36036515930481,-3.36305492402738,-3.19295241036959,-4.35788342493883,-4.0683420760655
899.555555555556,-2.83610437033018,-3.3132076318702,-3.31421836176498,-3.11514570049309,-4.23759617824985,-3.96182840144758
899.777777777778,-2.80065229674632,-3.26575401704704,-3.26604608393031,-3.04143640446362,-4.12498612783257,-3.86100928699071
900,-2.76643942685803,-3.21676992257755,-3.21844890419611,-2.97316239034464,-4.02066039204706,-3.76316027485832
900.222222222222,-2.73314920723112,-3.16510425642469,-3.17137670583153,-2.91074326156089,-3.92491530873102,-3.66893980678813
900.444444444444,-2.70054303671252,-3.11286323554814,-3.12489902298861,-2.85396029026547,-3.83836705521667,-3.58496676425082
900.666666666667,-2.66846051383145,-3.06542621074329,-3.07937085908069,-2.80223498993939,-3.7622195319334,-3.5149016206908
900.888888888889,-2.63680098497667,-3.02382920880789,-3.03563943480213,-2.75483379559886,-3.69749039203366,-3.45614985889948
901.111111111111,-2.60550444562476,-2.98538987897692,-2.99487626873475,-2.71098956549436,-3.64318540448512,-3.40495078046845
901.333333333333,-2.57453763123839,-2.94834637852642,-2.95746088338054,-2.66995815102036,-3.59571805209937,-3.35878639720491
901.555555555556,-2.54388624087786,-2.91222779873762,-2.92216270883581,-2.63103312152519,-3.55112884443584,-3.3161462736252
901.777777777778,-2.513553385227,-2.87711060862035,-2.887537401004,-2.59353804801464,-3.50717555717785,-3.27592301656873
902,-2.48356532852128,-2.84321119129912,-2.85331052793351,-2.55681178748299,-3.46306387697858,-3.23696402204433
902.222222222222,-2.45398725804548,-2.81066266866354,-2.8198994981504,-2.52020142290216,-3.41813755383926,-3.19776541784464
902.444444444444,-2.42495217977446,-2.77934070707754,-2.78749485388343,-2.48308039467872,-3.37094951436362,-3.15636653422486
902.666666666667,-2.3966978909675,-2.74879145916503,-2.75573872964718,-2.44491304827415,-3.31931393127318,-3.11068047425894
902.888888888889,-2.36957238197307,-2.71836013884533,-2.72400741379939,-2.40538232177168,-3.26186465086646,-3.0594488319098
903.111111111111,-2.34390158108445,-2.68747245895059,-2.69185451621119,-2.36456848008364,-3.20026497170037,-3.00336706110674
903.333333333333,-2.31964637667357,-2.65585860383183,-2.65918707660394,-2.32310386520193,-3.13891098047264,-2.94518824749294
903.555555555556,-2.29615647849753,-2.62357223863491,-2.62616172039442,-2.28216537788796,-3.08170040918527,-2.88832667531392
903.777777777778,-2.27254410402101,-2.59085922769856,-2.59301818327316,-2.24319795332764,-3.03000606088746,-2.83521744325426
904,-2.24832855203312,-2.55801234077055,-2.55997705084873,-2.207443875239,-2.9833232076512,-2.78676171733
904.222222222222,-2.22355047312921,-2.52528519538553,-2.52720535179599,-2.17554162412101,-2.94055514952547,-2.74274893457509
904.444444444444,-2.19847368781547,-2.49286439305658,-2.49481722277672,-2.14742243867168,-2.90070108532861,-2.70248641690396
904.666666666667,-2.17335022689502,-2.46087347489805,-2.46288566290841,-2.12249587630512,-2.86302886095643,-2.66521434790811
904.888888888889,-2.14835089921614,-2.42938754988173,-2.43145475588892,-2.09994177502101,-2.82704490904242,-2.63028285691567
905.111111111111,-2.12357432878267,-2.39844815598002,-2.40054923114621,-2.07894535564865,-2.79242445531862,-2.59719180427374
905.333333333333,-2.09907123025612,-2.36807492541919,-2.37018117594741,-2.05882164361661,-2.75895274257422,-2.56557480345169
905.555555555556,-2.07486373321465,-2.33827376627777,-2.34035452219939,-2.03905205294737,-2.72648470046652,-2.53516902665622
905.777777777778,-2.0509575610921,-2.30904226884594,-2.31106798007054,-2.01927474776528,-2.69491922776252,-2.50578685507823
906,-2.02734906460646,-2.2803731557866,-2.28231693995153,-1.99925944131369,-2.66418321269821,-2.47729367725823
906.222222222222,-2.00402913449065,-2.25225643475999,-2.25409470400599,-1.9788818666276,-2.63422164881752,-2.44959177220303
906.444444444444,-1.98067069204386,-2.22401570192651,-2.22595133306819,-1.95812996896119,-2.60552757814035,-2.4231368859797
906.666666666667,-1.95590475078725,-2.19346324686164,-2.1960240580661,-1.93755582355266,-2.58092815826603,-2.40060585126166
906.888888888889,-1.93106993266926,-2.16403654448732,-2.16643845272758,-1.91733694860009,-2.55868909944558,-2.38012524175723
907.111111111111,-1.90608929596493,-2.13566697583667,-2.13735188822188,-1.89746950935011,-2.53921712854824,-2.36193552429067
907.333333333333,-1.88094461327582,-2.10826503115817,-2.10890089737869,-1.87794886593103,-2.52285266189264,-2.34621782613608
907.555555555556,-1.85575783091799,-2.08173989009399,-2.08118682035093,-1.85876870363143,-2.50965859084218,-2.33298118154247
907.777777777778,-1.83088040408067,-2.05600765164909,-2.05426969768532,-1.8399193672369,-2.4990595821886,-2.32188016895866
908,-1.80689035842785,-2.03099396223164,-2.02816984934211,-1.8213846444024,-2.48942160372771,-2.31198379875989
908.222222222222,-1.78437878127053,-2.0066340913497,-2.00287466702057,-1.80313546700637,-2.47794105024066,-2.30160985242304
908.444444444444,-1.76360659188045,-1.9828720032842,-1.97834767446895,-1.78511739780634,-2.46138684433728,-2.28846057731037
908.666666666667,-1.74435587583652,-1.95965920429838,-1.95453751492408,-1.7672256007908,-2.43766739708238,-2.27027577576517
908.888888888889,-1.72612371811478,-1.93695379479408,-1.93138556515236,-1.74925571858813,-2.40703830580347,-2.24584593361126
909.111111111111,-1.70841928186933,-1.91472005599963,-1.90883187764895,-1.73081622115718,-2.37178889146057,-2.21571866268003
909.333333333333,-1.69091845780608,-1.89292898316899,-1.88681995747418,-1.71122219674455,-2.33485837373019,-2.18200921000708
909.555555555556,-1.67346736004813,-1.87156043195409,-1.86530158272056,-1.68959866255668,-2.29868263125304,-2.14749766794588
909.777777777778,-1.65602828279916,-1.85060795270133,-1.84424367550662,-1.66588530351716,-2.26480985974876,-2.11469917821179
910,-1.63862884700562,-1.83008772003988,-1.82364009740959,-1.64253236329108,-2.23399638223748,-2.08531668485928
