Freq [MHz],"dB(S(1,1)) []","dB(S(can_1,can_1)) []","dB(S(can_2,can_2)) []","dB(S(can_3,can_3)) []","dB(S(can_4,can_4)) []","dB(S(can_5,can_5)) []","dB(S(can_6,can_6)) []"
914.4444444,-16.49341643,-1.302337179,-1.46913437,-1.440446932,-1.291747205,-1.728512043,-1.700850613
914.6666667,-16.54802297,-1.291575746,-1.455695298,-1.426989842,-1.282910131,-1.71196686,-1.685610307
914.8888889,-16.60471095,-1.280909565,-1.442441304,-1.413719157,-1.274491169,-1.695700472,-1.670454074
915.1111111,-16.66349606,-1.270330966,-1.429367725,-1.400630934,-1.266539962,-1.679763265,-1.65548206
915.3333333,-16.72438876,-1.259831659,-1.41646942,-1.387720709,-1.259106503,-1.664198742,-1.640767028
915.5555556,-16.78739807,-1.249402383,-1.403740561,-1.374983296,-1.252241262,-1.649047913,-1.626367011
915.7777778,-16.85253436,-1.239032566,-1.39117435,-1.362412528,-1.245995514,-1.634352384,-1.612332748
916,-16.9198116,-1.228709991,-1.378762648,-1.350000905,-1.240421737,-1.620156792,-1.598712481
916.2222222,-16.98924951,-1.218420458,-1.36649548,-1.337739133,-1.235573972,-1.606510927,-1.585555384
916.4444444,-17.06087559,-1.208147451,-1.354360395,-1.325615522,-1.231507967,-1.593471766,-1.572914272
916.6666667,-17.1347274,-1.197871831,-1.342341627,-1.313615215,-1.228280881,-1.581105515,-1.560847977
916.8888889,-17.21085502,-1.187571601,-1.330419061,-1.301719243,-1.225950244,-1.569489696,-1.549423542
917.1111111,-17.28932383,-1.177221839,-1.318566999,-1.289903434,-1.224571706,-1.558715199,-1.53871829
917.3333333,-17.37021744,-1.166794915,-1.306752849,-1.278137306,-1.22419495,-1.548888086,-1.528821677
917.5555556,-17.45364073,-1.15626123,-1.294936041,-1.26638329,-1.224856906,-1.540130685,-1.519836622
917.7777778,-17.53972221,-1.145590769,-1.283067851,-1.254596968,-1.226571122,-1.532581093,-1.511879704
918,-17.62861492,-1.13475587,-1.271093389,-1.242729572,-1.229311969,-1.526389587,-1.505079145
918.2222222,-17.72049365,-1.123735657,-1.258957787,-1.230734609,-1.232992409,-1.521709452,-1.499568712
918.4444444,-17.81554489,-1.112522468,-1.246619058,-1.218580674,-1.237434748,-1.518678428,-1.49547467
918.6666667,-17.91394346,-1.101130263,-1.234069083,-1.206271124,-1.242335714,-1.517385524,-1.492891675
918.8888889,-18.01580557,-1.089604088,-1.221359805,-1.193866746,-1.247231195,-1.517817286,-1.4918426
919.1111111,-18.12110423,-1.078028385,-1.208623398,-1.181500148,-1.251472228,-1.519779684,-1.492218185
919.3333333,-18.22953,-1.066530364,-1.196067911,-1.169365771,-1.254231395,-1.522800542,-1.493697695
919.5555556,-18.34028738,-1.055274043,-1.183935294,-1.157677281,-1.254562958,-1.526036956,-1.495665184
919.7777778,-18.45184877,-1.044442082,-1.172432703,-1.146606413,-1.251532777,-1.528241546,-1.497158369
920,-18.56176229,-1.034207029,-1.161672821,-1.13623556,-1.244407929,-1.527863072,-1.496909099
920.2222222,-18.66671823,-1.024699482,-1.151655479,-1.126548272,-1.232855472,-1.523332502,-1.493528895
920.4444444,-18.76312268,-1.015984091,-1.142291895,-1.117453989,-1.217069941,-1.513484939,-1.485829939
920.6666667,-18.84821699,-1.008051983,-1.13344677,-1.108824248,-1.197762362,-1.49793624,-1.473165378
920.8888889,-18.92127262,-1.000831032,-1.124973045,-1.100520212,-1.176005184,-1.477201061,-1.455612193
921.1111111,-18.98403901,-0.994207946,-1.116728866,-1.092404542,-1.152998004,-1.452482579,-1.433892831
921.3333333,-19.04003392,-0.988053124,-1.108579021,-1.084340853,-1.129846888,-1.425269827,-1.409095653
921.5555556,-19.09317278,-0.98224101,-1.1003884,-1.076188337,-1.107422838,-1.396958929,-1.382360621
921.7777778,-19.14662206,-0.976662796,-1.092016347,-1.067800394,-1.086313791,-1.368633187,-1.354668565
922,-19.20233451,-0.971231807,-1.08332155,-1.059036435,-1.066846625,-1.341010768,-1.326772204
922.2222222,-19.26114794,-0.965883682,-1.074186387,-1.049792959,-1.049144148,-1.314498805,-1.299228778
922.4444444,-19.32312062,-0.960573687,-1.064561609,-1.040048592,-1.033189013,-1.289288339,-1.27247011
922.6666667,-19.38786603,-0.955272928,-1.054512268,-1.029899132,-1.018878972,-1.2654484,-1.246858775
922.8888889,-19.45479505,-0.949964581,-1.044227085,-1.019550093,-1.006068104,-1.243000232,-1.222706032
923.1111111,-19.52326236,-0.94464066,-1.033966433,-1.009257091,-0.994594471,-1.221964793,-1.20025467
923.3333333,-19.59264328,-0.93929949,-1.023973201,-0.999245828,-0.984296982,-1.20238126,-1.179648839
923.5555556,-19.66236877,-0.933943882,-1.014403705,-0.989658309,-0.975024609,-1.18429769,-1.16091577
923.7777778,-19.7319384,-0.928579888,-1.005312212,-0.980545004,-0.966640584,-1.167741644,-1.14397238
924,-19.80092377,-0.923215989,-0.996676968,-0.971888829,-0.959023513,-1.152686837,-1.128653517
924.2222222,-19.86896932,-0.917862526,-0.988437493,-0.963636926,-0.952066657,-1.139034486,-1.114749187
924.4444444,-19.93579432,-0.912531113,-0.98052334,-0.955725379,-0.945676165,-1.126619639,-1.102038421
924.6666667,-20.00119773,-0.907233667,-0.972869806,-0.948093429,-0.93976862,-1.11523816,-1.090313162
924.8888889,-20.06506528,-0.901980614,-0.96542385,-0.940689503,-0.934267941,-1.104680234,-1.0793913
925.1111111,-20.12737554,-0.896778,-0.958144627,-0.933472463,-0.929101338,-1.094757133,-1.069121191
925.3333333,-20.18819509,-0.891623882,-0.95100178,-0.926410629,-0.924193542,-1.085315401,-1.059380837
925.5555556,-20.2476426,-0.886505721,-0.943973168,-0.919480054,-0.919457726,-1.076239691,-1.050074364
925.7777778,-20.30578612,-0.881401422,-0.937042759,-0.912662771,-0.914780658,-1.067448578,-1.041127586
926,-20.36243133,-0.876285409,-0.930198919,-0.905945278,-0.910001596,-1.058887515,-1.032483652
926.2222222,-20.41679869,-0.871137339,-0.923433106,-0.899317329,-0.90491258,-1.050521649,-1.024099222
926.4444444,-20.46723069,-0.865948279,-0.916738911,-0.892771012,-0.899487518,-1.04232975,-1.015941325
926.6666667,-20.51126787,-0.860721125,-0.910111364,-0.886300056,-0.895001166,-1.034299594,-1.00798486
926.8888889,-20.54637048,-0.855466514,-0.903546424,-0.879899319,-0.894142258,-1.026424671,-1.000210668
927.1111111,-20.570971,-0.850197734,-0.897040619,-0.873564405,-0.89521022,-1.018701938,-0.992604059
927.3333333,-20.58501849,-0.844927073,-0.890590779,-0.867291379,-0.895123449,-1.011130326,-0.985153695
927.5555556,-20.58961776,-0.83966413,-0.884193832,-0.861076556,-0.893906084,-1.003709769,-0.97785075
927.7777778,-20.58624239,-0.834415496,-0.877846647,-0.854916328,-0.892180149,-0.996440566,-0.970688264
928,-20.57615179,-0.829185106,-0.871545912,-0.84880704,-0.890288897,-0.989322964,-0.963660651
928.2222222,-20.56019321,-0.823974778,-0.865288024,-0.842744875,-0.888385697,-0.982356867,-0.956763311
928.4444444,-20.53884665,-0.818784712,-0.859068999,-0.836725771,-0.8865389,-0.975541624,-0.94999231
928.6666667,-20.51234501,-0.813613877,-0.852884387,-0.830745336,-0.884780417,-0.968875859,-0.943344109
928.8888889,-20.48078318,-0.808460273,-0.846729196,-0.824798787,-0.883126232,-0.962357327,-0.936815306
929.1111111,-20.44419329,-0.803321112,-0.840597827,-0.818880886,-0.881585291,-0.955982788,-0.930402384
929.3333333,-20.40258961,-0.798192932,-0.834484023,-0.812985897,-0.880163558,-0.949747896,-0.924101432
929.5555556,-20.35599231,-0.793071676,-0.828380845,-0.80710755,-0.878865969,-0.943647102,-0.917907823
929.7777778,-20.30443822,-0.787952785,-0.822280681,-0.801239038,-0.877697427,-0.937673589,-0.911815829
930,-20.24798348,-0.782831324,-0.816175322,-0.795373039,-0.876663285,-0.931819217,-0.905818138
930.2222222,-20.1867014,-0.777702202,-0.81005613,-0.789501792,-0.875769495,-0.926074475,-0.899905259
930.4444444,-20.12067658,-0.772560563,-0.803914331,-0.783617246,-0.875022392,-0.920428393,-0.894064773
930.6666667,-20.04999574,-0.767402434,-0.797741498,-0.777711318,-0.874427897,-0.914868318,-0.888280437
930.8888889,-19.97473477,-0.762225773,-0.79153027,-0.771776294,-0.873989656,-0.909379399,-0.882531132
931.1111111,-19.894941,-0.757032061,-0.785275366,-0.765805428,-0.873705147,-0.903943498,-0.876789708
931.3333333,-19.81061012,-0.751828551,-0.778974923,-0.759793815,-0.873557929,-0.898537102,-0.871021893
931.5555556,-19.72165925,-0.746631181,-0.772632142,-0.753739585,-0.873503046,-0.893127678,-0.865185505
931.7777778,-19.6279054,-0.741467744,-0.766257132,-0.747645504,-0.873441569,-0.88766791,-0.859230482
932,-19.52907658,-0.736380337,-0.759868694,-0.741521,-0.87318295,-0.882087896,-0.853100394
932.2222222,-19.42491437,-0.731425223,-0.753495629,-0.735384574,-0.872410161,-0.876287565,-0.846736311
932.4444444,-19.31544596,-0.726667787,-0.747176989,-0.729266369,-0.870707462,-0.870136755,-0.840083785
932.6666667,-19.20141374,-0.722171132,-0.740960674,-0.723210405,-0.867757316,-0.863497769,-0.833103296
932.8888889,-19.0845496,-0.717979931,-0.734899954,-0.71727548,-0.863696264,-0.856285481,-0.825784368
933.1111111,-18.96715759,-0.714105427,-0.72904792,-0.711533086,-0.859253929,-0.848552186,-0.81816962
933.3333333,-18.8510364,-0.710519291,-0.723450511,-0.706060009,-0.855326669,-0.840529785,-0.810436755
933.5555556,-18.73671765,-0.707160426,-0.718139215,-0.700923081,-0.852421195,-0.832557319,-0.803135806
933.7777778,-18.6236792,-0.703951485,-0.713124564,-0.696155114,-0.850560978,-0.824929884,-0.796343615
934,-18.51104505,-0.700816965,-0.708390843,-0.69172599,-0.849526533,-0.817795697,-0.788991002
934.2222222,-18.39808396,-0.697695817,-0.703890886,-0.687521611,-0.849068423,-0.811161346,-0.781585944
934.4444444,-18.28435809,-0.694546304,-0.699537615,-0.683350961,-0.848992041,-0.804955592,-0.774545936
934.6666667,-18.16968185,-0.691344829,-0.695185857,-0.678995743,-0.849166486,-0.799087519,-0.767952669
934.8888889,-18.05720944,-0.687699141,-0.690158459,-0.674236016,-0.849703746,-0.794027237,-0.762778397
935.1111111,-17.94401928,-0.684011592,-0.685112206,-0.669484619,-0.850308353,-0.789027191,-0.757761958
935.3333333,-17.82969351,-0.680318356,-0.680110932,-0.664767855,-0.850944831,-0.784028724,-0.752783782
935.5555556,-17.714137,-0.676611624,-0.67515471,-0.660086469,-0.851600239,-0.779046044,-0.747845058
935.7777778,-17.59724676,-0.672882298,-0.670243569,-0.655441125,-0.852259268,-0.774099378,-0.742948671
936,-17.47891251,-0.669120087,-0.665377469,-0.650832367,-0.852904081,-0.769216648,-0.738099929
936.2222222,-17.35901902,-0.6653139,-0.660556264,-0.646260552,-0.853514301,-0.764434838,-0.733307573
936.4444444,-17.2374516,-0.66145269,-0.655779647,-0.641725742,-0.854067241,-0.759800136,-0.72858514
936.6666667,-17.11410736,-0.657526966,-0.65104705,-0.637227513,-0.854538464,-0.755365343,-0.723952662
936.8888889,-16.9889158,-0.653531087,-0.64635749,-0.632764611,-0.854902776,-0.751182609,-0.71943852
937.1111111,-16.86187449,-0.649466253,-0.641709283,-0.628334308,-0.855135697,-0.74729028,-0.715080759
937.3333333,-16.73310711,-0.64534362,-0.637099522,-0.623931094,-0.855215411,-0.743695374,-0.710926257
937.5555556,-16.60295056,-0.641186425,-0.63252303,-0.619543868,-0.855125074,-0.74035809,-0.707024735
937.7777778,-16.47207134,-0.637029542,-0.627970065,-0.615149366,-0.854855186,-0.737188326,-0.703413489
938,-16.3415899,-0.632915363,-0.623420703,-0.610695423,-0.854405603,-0.734061092,-0.700090891
938.2222222,-16.21314848,-0.628886302,-0.618828634,-0.606055574,-0.853786624,-0.730846769,-0.696986123
938.4444444,-16.08880254,-0.62497622,-0.614062158,-0.60092305,-0.853018574,-0.727441815,-0.693947825
938.6666667,-15.97060551,-0.621204027,-0.608592064,-0.594975433,-0.852129469,-0.723785913,-0.690776733
938.8888889,-15.85989411,-0.617571775,-0.598616511,-0.590356397,-0.851150622,-0.719861769,-0.687296421
939.1111111,-15.75658165,-0.614067307,-0.599946396,-0.588232419,-0.850110455,-0.715683569,-0.683415312
939.3333333,-15.65896238,-0.610669624,-0.599273895,-0.585618061,-0.849027131,-0.711282618,-0.679138119
939.5555556,-15.5642644,-0.607354702,-0.595337781,-0.582377215,-0.847900804,-0.706695737,-0.67453263
939.7777778,-15.46961095,-0.604100254,-0.591290231,-0.578875252,-0.846706366,-0.701958106,-0.669686766
940,-15.37279289,-0.600888938,-0.58729998,-0.575279244,-0.845387469,-0.697099944,-0.664680186
940.2222222,-15.27254429,-0.597710216,-0.583378755,-0.571656121,-0.84385256,-0.692145733,-0.659573622
940.4444444,-15.1684175,-0.594561219,-0.579522048,-0.568032149,-0.841973839,-0.687114914,-0.654409262
940.6666667,-15.06050448,-0.591446764,-0.575722739,-0.564415006,-0.839590438,-0.682023365,-0.649215614
940.8888889,-14.9491813,-0.588378264,-0.571971928,-0.560801731,-0.836517725,-0.676885396,-0.644013265
941.1111111,-14.8349416,-0.585370964,-0.568257738,-0.557181312,-0.832565118,-0.671716308,-0.638820351
941.3333333,-14.71832047,-0.582438973,-0.564563431,-0.553534999,-0.827564508,-0.666535787,-0.633657726
941.5555556,-14.59989268,-0.579588311,-0.56086493,-0.549835578,-0.821409553,-0.661372613,-0.62855433
941.7777778,-14.480336,-0.576809715,-0.557127698,-0.54604633,-0.814101927,-0.656271306,-0.623553273
942,-14.36056259,-0.574074266,-0.553303208,-0.542120479,-0.805794434,-0.651301168,-0.618718845
942.2222222,-14.24192627,-0.571334576,-0.549325925,-0.538002404,-0.796815033,-0.646567186,-0.614143621
942.4444444,-14.12648607,-0.568531683,-0.545113205,-0.533632514,-0.787654581,-0.642219214,-0.609952377
942.6666667,-14.01720252,-0.565604668,-0.540572747,-0.528958149,-0.778908468,-0.638449073,-0.606294882
942.8888889,-13.91772445,-0.562498948,-0.535624121,-0.523951974,-0.771177588,-0.635455284,-0.603313781
943.1111111,-13.83124406,-0.559170969,-0.530238352,-0.518635711,-0.764950176,-0.633353141,-0.601074089
943.3333333,-13.75836135,-0.555589685,-0.524486294,-0.513100246,-0.760493892,-0.632041988,-0.599464253
943.5555556,-13.69543216,-0.551736927,-0.518564367,-0.507507326,-0.757784143,-0.631122515,-0.598132283
943.7777778,-13.63565885,-0.547608856,-0.512759445,-0.502061643,-0.756485421,-0.629991919,-0.596550845
944,-13.57261326,-0.543219951,-0.507353441,-0.496959304,-0.755994472,-0.628100556,-0.594219285
944.2222222,-13.5029396,-0.5386097,-0.50252657,-0.492337382,-0.755546983,-0.625162925,-0.59086008
944.4444444,-13.42641738,-0.533850657,-0.498322359,-0.488249836,-0.75437525,-0.621171864,-0.586464197
944.6666667,-13.34455078,-0.529054553,-0.49467911,-0.484675872,-0.751879928,-0.616277391,-0.581198043
944.8888889,-13.2592786,-0.524371327,-0.491486477,-0.48154747,-0.747758749,-0.610662947,-0.575282412
945.1111111,-13.17231763,-0.519975776,-0.488630463,-0.478778501,-0.742043056,-0.604478904,-0.568915871
945.3333333,-13.08497295,-0.516040134,-0.486016093,-0.476285262,-0.735034511,-0.597825498,-0.562248223
945.5555556,-12.99816084,-0.512698274,-0.483573314,-0.473996811,-0.727181391,-0.59076109,-0.555382688
945.7777778,-12.91249257,-0.510014645,-0.481254566,-0.471857887,-0.718952133,-0.583319826,-0.548388269
946,-12.82835696,-0.507971594,-0.479029724,-0.469827811,-0.710746928,-0.575532192,-0.541313091
946.2222222,-12.74598412,-0.506480202,-0.47688112,-0.467877856,-0.702857986,-0.56744664,-0.53419576
946.4444444,-12.66549019,-0.505407908,-0.474799474,-0.465988464,-0.695467496,-0.559150899,-0.527074654
946.6666667,-12.58690716,-0.504609888,-0.472780758,-0.464146896,-0.688665844,-0.55078907,-0.519995893
946.8888889,-12.51020254,-0.503953367,-0.470823746,-0.462345494,-0.682475785,-0.54256694,-0.513020665
947.1111111,-12.43529271,-0.503330685,-0.468928074,-0.460580421,-0.676874243,-0.534736123,-0.506231953
947.3333333,-12.3620531,-0.502662511,-0.467092761,-0.458850455,-0.671808166,-0.527552139,-0.499739396
947.5555556,-12.29032831,-0.501894964,-0.465315283,-0.457155001,-0.667203936,-0.521214239,-0.493678728
947.7777778,-12.21994558,-0.500994223,-0.463591305,-0.455490528,-0.662972707,-0.515809294,-0.488199009
948,-12.15073617,-0.499940997,-0.461914948,-0.453846492,-0.659019971,-0.511285484,-0.483428801
948.2222222,-12.08257105,-0.498726092,-0.460279345,-0.452205009,-0.655274212,-0.507467052,-0.47941733
948.4444444,-12.01541928,-0.497347565,-0.45867714,-0.450546721,-0.651724289,-0.50409935,-0.476066363
948.6666667,-11.94943802,-0.495809597,-0.457100767,-0.448857196,-0.648388919,-0.500901338,-0.473098135
948.8888889,-11.88509816,-0.494122948,-0.45554252,-0.447127396,-0.645213929,-0.497607108,-0.470109774
949.1111111,-11.82333063,-0.492306421,-0.453994618,-0.445350361,-0.642043535,-0.493990809,-0.466709205
949.3333333,-11.76563654,-0.490387453,-0.452449611,-0.443519966,-0.638670396,-0.489879742,-0.462650703
949.5555556,-11.714043,-0.488396838,-0.45090179,-0.441635402,-0.634866943,-0.485164143,-0.457885645
949.7777778,-11.67075522,-0.486348287,-0.449351057,-0.439712847,-0.630396815,-0.479809971,-0.452522102
950,-11.63746038,-0.48419724,-0.44781131,-0.437800104,-0.625048496,-0.473874986,-0.446749023
950.2222222,-11.61452989,-0.481809278,-0.446313979,-0.435973737,-0.61871558,-0.467520443,-0.440776378
950.4444444,-11.60063205,-0.479021211,-0.444843469,-0.434293401,-0.611509781,-0.461004368,-0.434807652
950.6666667,-11.59311088,-0.475799367,-0.443250578,-0.432744547,-0.60383291,-0.454644308,-0.429035979
950.8888889,-11.58892338,-0.472305219,-0.441465457,-0.431246993,-0.596305333,-0.448751848,-0.423646302
951.1111111,-11.58554734,-0.468778955,-0.439557351,-0.429717532,-0.589540496,-0.443561504,-0.418806079
951.3333333,-11.58144316,-0.465408565,-0.437573685,-0.428107756,-0.583913385,-0.439185094,-0.414635704
951.5555556,-11.57604834,-0.462293484,-0.435526828,-0.426401119,-0.579485096,-0.435609042,-0.411169911
951.7777778,-11.56946967,-0.459464722,-0.433419295,-0.4245979,-0.57608856,-0.432727431,-0.408340854
952,-11.56200042,-0.456912399,-0.431253779,-0.422704717,-0.573464651,-0.430388605,-0.406004793
952.2222222,-11.5535938,-0.454605568,-0.429035498,-0.420729916,-0.571360993,-0.42843533,-0.403997782
952.4444444,-11.54360578,-0.452504614,-0.426772376,-0.418682249,-0.569575393,-0.426729644,-0.402183703
952.6666667,-11.53109965,-0.450568707,-0.424474691,-0.416570927,-0.567962292,-0.42516314,-0.400473373
952.8888889,-11.51543262,-0.448760017,-0.422154637,-0.414406076,-0.566423191,-0.42365755,-0.398819613
953.1111111,-11.49651218,-0.447045769,-0.419825881,-0.412199261,-0.564893467,-0.422160517,-0.397203055
953.3333333,-11.47461111,-0.445398902,-0.417503179,-0.409963899,-0.56333062,-0.420639899,-0.395619023
953.5555556,-11.45007818,-0.443797917,-0.415202033,-0.407715499,-0.561705186,-0.419078349,-0.394068927
953.7777778,-11.42317044,-0.442226326,-0.412938383,-0.405471664,-0.559993965,-0.417468872,-0.392555753
954,-11.3940103,-0.440671992,-0.4107283,-0.403251766,-0.558174911,-0.415811467,-0.391082227
954.2222222,-11.36260351,-0.439126558,-0.408587606,-0.401076179,-0.556223017,-0.414110692,-0.389650273
954.4444444,-11.32887486,-0.437585104,-0.406531332,-0.398964984,-0.554106826,-0.412373877,-0.388260678
954.6666667,-11.29270511,-0.436046159,-0.404572858,-0.396936051,-0.551785427,-0.410609596,-0.386911713
954.8888889,-11.2539669,-0.434512242,-0.402722571,-0.395002564,-0.549206284,-0.408825653,-0.385594478
955.1111111,-11.21256179,-0.432991094,-0.400985856,-0.39317021,-0.546304816,-0.40702491,-0.384280643
955.3333333,-11.16846107,-0.431497725,-0.399360345,-0.391434529,-0.5430074,-0.405194762,-0.382897406
955.5555556,-11.12175164,-0.430056858,-0.39783261,-0.389779168,-0.539240087,-0.403281484,-0.381301086
955.7777778,-11.07268536,-0.428703663,-0.396375025,-0.388175824,-0.534945021,-0.401146279,-0.37932589
956,-11.02172666,-0.427477169,-0.394944239,-0.386586451,-0.530104032,-0.398589372,-0.376987028
956.2222222,-10.96958827,-0.426398253,-0.393483287,-0.384967675,-0.524763515,-0.395676622,-0.374567924
956.4444444,-10.91724099,-0.42543487,-0.391928945,-0.38327661,-0.51904841,-0.39292546,-0.372327494
956.6666667,-10.86588211,-0.424488719,-0.390223997,-0.381476705,-0.513152004,-0.390620121,-0.370308015
956.8888889,-10.81685161,-0.423441639,-0.388330873,-0.37954219,-0.507298176,-0.388622468,-0.368438592
957.1111111,-10.77149785,-0.422226547,-0.386241078,-0.377460231,-0.501689755,-0.386759322,-0.366644723
957.3333333,-10.73101195,-0.420847484,-0.383976059,-0.37523065,-0.496466578,-0.384943943,-0.364877244
957.5555556,-10.69626642,-0.419347326,-0.381579544,-0.372863825,-0.491689769,-0.383143527,-0.363108127
957.7777778,-10.66769896,-0.417772686,-0.379105479,-0.370377615,-0.487351846,-0.381347491,-0.361322236
958,-10.64527182,-0.416158662,-0.376606721,-0.367794185,-0.483400411,-0.379552988,-0.359511618
958.2222222,-10.62851324,-0.414527583,-0.374127667,-0.365137272,-0.479762497,-0.377759299,-0.357672246
958.4444444,-10.61662294,-0.412892374,-0.371701291,-0.362430155,-0.476362488,-0.375965779,-0.355802253
958.6666667,-10.60860823,-0.411260058,-0.36934941,-0.359694347,-0.473132293,-0.374171153,-0.353900983
958.8888889,-10.6034168,-0.409634225,-0.367084603,-0.356948898,-0.470015502,-0.372373317,-0.351968475
959.1111111,-10.60004265,-0.408016558,-0.364912602,-0.354210139,-0.466967862,-0.370569321,-0.350005173
959.3333333,-10.59759529,-0.406407722,-0.362834475,-0.35149172,-0.463955964,-0.368755433,-0.348011762
959.5555556,-10.59533389,-0.404807851,-0.360848362,-0.348804813,-0.460955298,-0.366927223,-0.345989072
959.7777778,-10.59267423,-0.403216825,-0.358950726,-0.346158399,-0.457948309,-0.365079668,-0.343938015
960,-10.58917799,-0.401634414,-0.357137195,-0.343559577,-0.4549227,-0.363207257,-0.341859549
