"Freq [MHz]","dB(S(1,1)) []","dB(S(T1,T1)) []","dB(S(T2,T2)) []","dB(S(T3,T3)) []","dB(S(T4,T4)) []","dB(S(T5,T5)) []","dB(S(T6,T6)) []"
880.888888888889,-12.12751901972,-0.138007101669361,-0.127589456324444,-0.138722382872452,-0.193873571000493,-0.210154348782615,-0.189754060792144
881.111111111111,-12.0981620681113,-0.139662440975886,-0.129051801341957,-0.140484743276662,-0.201942039236607,-0.218978684967796,-0.197025494195736
881.333333333333,-12.0694473227793,-0.141480059987876,-0.130684479984363,-0.142405702783857,-0.2107506273789,-0.228556428044801,-0.204896582227916
881.555555555556,-12.0414094558456,-0.143462484249021,-0.132489173488611,-0.144488557284862,-0.220387167166545,-0.238971817080941,-0.213431367922909
881.777777777778,-12.0140845516261,-0.145612990096545,-0.134468515893373,-0.146737316067154,-0.230953031741564,-0.250321409270141,-0.22270313420608
882,-11.9875101198237,-0.147935608658334,-0.136626089006598,-0.149156712504569,-0.242565460455979,-0.262716100054949,-0.23279591940588
882.222222222222,-11.9617251055532,-0.150435137376066,-0.138966426934252,-0.151752221634443,-0.255360283542321,-0.276283468085428,-0.243806290262069
882.444444444444,-11.9367698953288,-0.153117158893673,-0.141495029883238,-0.154530084554008,-0.269495087881255,-0.291170469332722,-0.255845401630378
882.666666666667,-11.9126863180021,-0.155988067269596,-0.144218387086879,-0.157497339674862,-0.285152846038082,-0.307546483603454,-0.269041363264878
882.888888888889,-11.8895176394995,-0.159055101582471,-0.14714400882872,-0.160661860974844,-0.302545989654522,-0.325606675403201,-0.283541914170711
883.111111111111,-11.8673085500622,-0.16232638710671,-0.150280467660966,-0.164032403483718,-0.321920829393046,-0.345575556346421,-0.29951736639979
883.333333333333,-11.8461051425419,-0.165810984337229,-0.153637449029686,-0.167618656333533,-0.343562081474474,-0.367710507613133,-0.317163710785134
883.555555555556,-11.8259548801466,-0.169518946244383,-0.157225811630794,-0.171431303798458,-0.367797015276968,-0.392304807520871,-0.336705658619685
883.777777777778,-11.8069065518725,-0.17346138424136,-0.161057657930253,-0.175482094842883,-0.394998326148483,-0.419689366870619,-0.358399198706698
884,-11.7890102136882,-0.177650543448432,-0.165146415389286,-0.179783921792031,-0.425584173259448,-0.450231844130569,-0.382532941075943
884.222222222222,-11.772317113371,-0.182099887942335,-0.16950692904076,-0.184350908836126,-0.460012784152085,-0.484331024235315,-0.409427049622134
884.444444444444,-11.7568795967248,-0.186824196784355,-0.174155566166406,-0.189198511178192,-0.498767478723017,-0.522403239902131,-0.439427886637685
884.666666666667,-11.7427509927465,-0.191839671728242,-0.179110333924518,-0.194343625735505,-0.542325808876883,-0.564856201104465,-0.472895576145305
884.888888888889,-11.7299854751522,-0.197164057617209,-0.184391010872895,-0.199804714405542,-0.591103845292267,-0.612044075821972,-0.510180594943341
885.111111111111,-11.7186378975349,-0.202816776586872,-0.190019293418901,-0.205601941006038,-0.64536411140184,-0.66419665190751,-0.551584472181718
885.333333333333,-11.7087635993101,-0.208819077294897,-0.196018958302402,-0.211757323093288,-0.705075088147182,-0.721316280768364,-0.597299357688812
885.555555555556,-11.7004181795236,-0.215194200494475,-0.20241604227267,-0.218294899947585,-0.769715475323527,-0.783041492429445,-0.647322854964182
885.777777777778,-11.6936572355534,-0.221967562350656,-0.209239040146892,-0.22524091808378,-0.838033937232583,-0.84848893250859,-0.701350037320703
886,-11.6885360637591,-0.229166956957209,-0.216519122423367,-0.232624035687926,-0.907811971930658,-0.916107841280303,-0.758656021708893
886.222222222222,-11.6851093192169,-0.236822779534366,-0.224290373550468,-0.240475547385017,-0.975733602558697,-0.983610308623085,-0.818000090612935
886.444444444444,-11.6834306318566,-0.244968271755818,-0.232590051798831,-0.248829630689554,-1.03751744973663,-1.04806072343895,-0.877600982013678
886.666666666667,-11.6835521765971,-0.253639790543412,-0.241458871419305,-0.257723615354205,-1.0884555924204,-1.10619107191001,-0.935239058875393
886.888888888889,-11.6855241954837,-0.262877101444893,-0.250941307351573,-0.267198276579189,-1.12436076808218,-1.15493097571999,-0.988516193915238
887.111111111111,-11.6893944703822,-0.272723697330536,-0.261085922125167,-0.277298152629325,-1.14266018836969,-1.19201859130397,-1.03524093168666
887.333333333333,-11.6952077454995,-0.283227142544808,-0.271945713694045,-0.288071886765909,-1.14316310498648,-1.21646688055013,-1.07382905586089
887.555555555556,-11.703005099905,-0.294439441750288,-0.28357848167782,-0.29957259245535,-1.12810427023205,-1.22868847931372,-1.10357219532466
887.777777777778,-11.712823271329,-0.306417431391376,-0.296047207725829,-0.311858239456078,-1.10144495078525,-1.23023803479289,-1.12467109211519
888,-11.7246939338411,-0.319223189842141,-0.309420443322846,-0.324992056468212,-1.06780406935731,-1.22330814850236,-1.1380363747505
888.222222222222,-11.7386429335571,-0.332924459695287,-0.323772695119577,-0.339042943368655,-1.03149123577631,-1.21019289398649,-1.14495678989639
888.444444444444,-11.7546894883096,-0.347595072048386,-0.339184793548083,-0.354085882404969,-0.995920599475107,-1.1928854804834,-1.14676444974207
888.666666666667,-11.7728453592178,-0.363315357728468,-0.355744224762119,-0.370202332769755,-0.963424746827354,-1.17287149913114,-1.14458960412838
888.888888888889,-11.7931140043044,-0.380172523751414,-0.373545398437583,-0.387480586324953,-0.935338213789351,-1.15109327847961,-1.13923623207062
889.111111111111,-11.8154897266883,-0.398260964415613,-0.392689814215947,-0.406016053386456,-0.91220036260051,-1.12802425753997,-1.13116309355998
889.333333333333,-11.8399568323867,-0.41768246462691,-0.413286077023194,-0.425911435792684,-0.893973660018313,-1.1037939903874,-1.12053522203114
889.555555555556,-11.8664888153165,-0.438546237549878,-0.435449695525359,-0.447276729213695,-0.88022758340538,-1.07832201227201,-1.10731111912634
889.777777777778,-11.8950475896034,-0.460968718543681,-0.459302577921939,-0.470228976933466,-0.870275718771413,-1.05143687122102,-1.09133954099238
890,-11.9255827916808,-0.485073011520561,-0.484972114484038,-0.494891672188396,-0.863272372794757,-1.02296943819334,-1.07244899991251
890.222222222222,-11.9580311767428,-0.510987851277172,-0.512589706211583,-0.521393674586487,-0.858281313634105,-0.992817203189203,-1.05052010527991
890.444444444444,-11.9923161357743,-0.538845905041846,-0.542288563568818,-0.549867467336568,-0.854329023004496,-0.960980507808378,-1.02553567551363
890.666666666667,-12.0283473604308,-0.568781187941297,-0.574200559015761,-0.580446535608337,-0.850451765944381,-0.927574178145838,-0.997607071175483
890.888888888889,-12.0660206833188,-0.600925310779205,-0.60845187376882,-0.613261592911402,-0.84574170861234,-0.892819631583062,-0.966978096643185
891.111111111111,-12.1052181205524,-0.635402216734278,-0.645157136699654,-0.648435324290393,-0.839393150314519,-0.85702344065016,-0.934010233397028
891.333333333333,-12.1458081416809,-0.672321001782036,-0.684411718390705,-0.686075257764423,-0.830746323670202,-0.820548496815123,-0.899154680000283
891.555555555556,-12.1876461890498,-0.711766362348194,-0.726281827456726,-0.726264328942328,-0.819323788437206,-0.783783316982606,-0.862917408703714
891.777777777778,-12.2305754642919,-0.753786191042049,-0.770792076694317,-0.769048685357811,-0.804853748427735,-0.74711383000952,-0.825823126700829
892,-12.2744279939097,-0.798375876058493,-0.817910268319994,-0.814422313823035,-0.787275862788731,-0.710900460492274,-0.788382844272086
892.222222222222,-12.3190259788455,-0.845458994229868,-0.86752932351928,-0.862308205332785,-0.766727946672341,-0.675461815377894,-0.751068089558528
892.444444444444,-12.3641834246749,-0.894864378740586,-0.919446591433327,-0.912536050383,-0.743515465370614,-0.64106502879091,-0.714293098899362
892.666666666667,-12.4097080398356,-0.946300058681033,-0.973341257342176,-0.964816945775015,-0.718068794417954,-0.607921962753238,-0.678404885941735
892.888888888889,-12.4554033794357,-0.999325376700366,-1.02875125877786,-1.01871635380111,-0.690894941947331,-0.57619000753411,-0.643680124310338
893.111111111111,-12.5010712021153,-1.05332373296869,-1.08505200859249,-1.0736276223653,-0.662530464647279,-0.545976104603562,-0.610327285433516
893.333333333333,-12.5465139976544,-1.10747984338327,-1.14144024868748,-1.12874971851321,-0.633500921011324,-0.517342721476299,-0.578492369576354
893.555555555556,-12.5915376340976,-1.16076696092078,-1.19692734995206,-1.18307428943655,-0.604290049221076,-0.490314736483564,-0.548266725307393
893.777777777778,-12.6359540656813,-1.21195080396918,-1.2503470379697,-1.23538839638389,-0.575319645156846,-0.464886460322111,-0.519695744812689
894,-12.6795840373603,-1.25961733618034,-1.30038244521187,-1.28429970183427,-0.546939365069662,-0.441028276282929,-0.492787552404936
894.222222222222,-12.7222597187282,-1.30223025841047,-1.34561611087267,-1.3282898087527,-0.51942461051596,-0.418692594218665,-0.467521109348137
894.444444444444,-12.7638271999828,-1.33822041182355,-1.38460373961724,-1.36579820154515,-0.492980242999364,-0.397818975220051,-0.443853408842048
894.666666666667,-12.8041487855286,-1.36610310670469,-1.41596823629553,-1.39533363290903,-0.467747952997497,-0.378338396842416,-0.421725621957244
894.888888888889,-12.8431050268637,-1.38461157932055,-1.43850540688708,-1.41560256179372,-0.443815466417201,-0.360176700464844,-0.401068182940601
895.111111111111,-12.8805964454142,-1.39282747829871,-1.45128806212549,-1.42563722966327,-0.421226235496338,-0.34325730264618,-0.381804881227938
895.333333333333,-12.9165449076097,-1.39028540537924,-1.45375274570676,-1.4249018015681,-0.399988712684636,-0.327503270336663,-0.363856069862317
895.555555555556,-12.9508946282344,-1.37703053861604,-1.44575431838369,-1.41335607223851,-0.380084683019885,-0.312838863145404,-0.347141116981195
895.777777777778,-12.9836127933357,-1.3536167655543,-1.42757852435239,-1.39146331679339,-0.361476412493727,-0.299190640377711,-0.331580227684057
896,-13.0146898100659,-1.32104537083174,-1.39991038332047,-1.36014029969985,-0.344112561422583,-0.286488220387178,-0.31709575471553
896.222222222222,-13.0441392071793,-1.28065699338506,-1.36376457784342,-1.32065960941648,-0.327932929146983,-0.274664767704995,-0.303613102742472
896.444444444444,-13.0719972260156,-1.23399808295045,-1.3203904778758,-1.27452336809665,-0.312872158713108,-0.263657271139665,-0.291061315667991
896.666666666667,-13.0983221574366,-1.18268516404998,-1.2711673868483,-1.22333048472603,-0.298862555115491,-0.253406664571049,-0.279373421298198
896.888888888889,-13.1231934954281,-1.12828629792155,-1.21750471153957,-1.168656928909,-0.285836172226242,-0.243857831982529,-0.268486593793993
897.111111111111,-13.1467109935005,-1.07223167396992,-1.16075802420702,-1.11196198572597,-0.273726311923514,-0.234959529555922,-0.258342182178894
897.333333333333,-13.1689937268134,-1.01575724079614,-1.10216700315777,-1.05452585110916,-0.262468561067654,-0.226664250381287,-0.248885642863351
897.555555555556,-13.1901792832263,-0.959878923572545,-1.04281651634269,-0.997417492956644,-0.252001472205014,-0.218928051389014,-0.240066405615687
897.777777777778,-13.2104232336867,-0.905391217516752,-0.983618607134362,-0.941487574163997,-0.24226697472343,-0.211710357333616,-0.231837695485787
898,-13.2298990720706,-0.85288265927314,-0.925311160424189,-0.887379486771163,-0.233210585932354,-0.204973752869596,-0.224156327653847
898.222222222222,-13.2487988758333,-0.802761141923483,-0.868468396098555,-0.835551614948723,-0.224781476715555,-0.198683770792449,-0.216982487811243
898.444444444444,-13.2673350366409,-0.755283428823933,-0.813518647866061,-0.786305068044538,-0.21693243407329,-0.192808682219398,-0.210279507277019
898.666666666667,-13.2857435703119,-0.710584877571919,-0.760765703593096,-0.739812645581924,-0.209619752859084,-0.187319292722949,-0.204013639427409
898.888888888889,-13.3042897835957,-0.668706902340159,-0.710410963613876,-0.696146276547763,-0.202803081038441,-0.182188747094894,-0.198153842010446
899.111111111111,-13.3232775354837,-0.629620897359386,-0.662574595698112,-0.655301393424579,-0.196445236535334,-0.177392344417743,-0.192671568402177
899.333333333333,-13.3430641431868,-0.593248182720248,-0.617314620429535,-0.617217591001094,-0.190512008879948,-0.172907364380116,-0.18754056972833
899.555555555556,-13.3640844668616,-0.559476061052997,-0.574643417908358,-0.581795504543774,-0.18497195515309,-0.168712905232977,-0.182736708939138
899.777777777778,-13.3868905289864,-0.528170363865936,-0.534541520384667,-0.548910183480502,-0.179796196902898,-0.16478973339821,-0.178237787317263
900,-13.4122186512303,-0.499184993128482,-0.4969687802963,-0.518421404333248,-0.174958222592628,-0.161120144471902,-0.174023383464774
900.222222222222,-13.4411079596967,-0.47236898791936,-0.461873118421456,-0.490181420512931,-0.170433698565368,-0.157687835183842,-0.170074704512831
900.444444444444,-13.4751208682049,-0.44757161236172,-0.429197098218916,-0.464040632955094,-0.166200290356481,-0.15447778575935,-0.166374449094462
900.666666666667,-13.5167815323745,-0.424645899776311,-0.398882569257772,-0.439851616714057,-0.162237495346647,-0.151476152062227,-0.162906681490951
900.888888888889,-13.5705245826595,-0.40345101775203,-0.370873597686673,-0.417471875409834,-0.158526487151135,-0.148670166865955,-0.159656716286419
901.111111111111,-13.6449846006111,-0.383853750323246,-0.345117872108496,-0.396765630264098,-0.155049971722734,-0.146048049593099,-0.156611012828653
901.333333333333,-13.759384954938,-0.365729331995723,-0.321566751703857,-0.377604890057364,-0.151792054862053,-0.143598923873824,-0.153757078785667
901.555555555556,-13.9653461473143,-0.348961816036459,-0.300174118920979,-0.359869995705033,-0.148738120643154,-0.141312742297001,-0.151083382098326
901.777777777778,-14.4461862168737,-0.333444116429627,-0.28089421671069,-0.343449789125707,-0.145874720149183,-0.139180217757569,-0.148579270653484
902,-16.1091034009032,-0.319077828431223,-0.263678690906921,-0.328241520308123,-0.143189469850776,-0.137192760838978,-0.146234899034942
902.222222222222,-16.0593938797565,-0.305772905551115,-0.24847311726523,-0.314150578051089,-0.140670958935526,-0.135342422706404,-0.144041161746878
902.444444444444,-13.7208076766762,-0.293447249782372,-0.23521335898975,-0.301090107633176,-0.138308664897226,-0.133621843024679,-0.141989632345111
902.666666666667,-13.4389507980771,-0.282026255781875,-0.22382215753626,-0.288980561547391,-0.136092876712278,-0.132024202452281,-0.140072507952359
902.888888888889,-13.4171289732607,-0.271442337425119,-0.21420638666949,-0.277749216398808,-0.134014624959828,-0.130543179298916,-0.138282558674457
903.111111111111,-13.4415344886576,-0.261634455816759,-0.206255377605473,-0.267329679238945,-0.132065618278744,-0.129172909969208,-0.136613081473802
903.333333333333,-13.4770382232687,-0.25254766070053,-0.199840638955536,-0.257661399283127,-0.130238185594731,-0.127907952847209,-0.135057858093804
