"Freq [MHz]","dB(S(can_1,can_1)) []","dB(S(can_2,can_2)) []","dB(S(can_3,can_3)) []","dB(S(can_4,can_4)) []","dB(S(can_5,can_5)) []","dB(S(can_6,can_6)) []"
869.555555555556,-2.36036413825858,-3.04049028887591,-3.03485849252019,-2.77751614197567,-3.15327347053916,-3.22695224036515
869.777777777778,-2.39341563278172,-3.08191107460923,-3.07637245294243,-2.80645187872962,-3.18061933349062,-3.2604334884459
870,-2.42713950184422,-3.12408575439081,-3.11870294061439,-2.83360194740519,-3.20697340008053,-3.29324144537251
870.222222222222,-2.46141658573449,-3.16703496641412,-3.16188865810873,-2.8599312373073,-3.2332939469923,-3.32616864166057
870.444444444444,-2.49613967956766,-3.21078010876264,-3.20597003059891,-2.88625522225355,-3.26027859276106,-3.35978823028732
870.666666666667,-2.53121144551804,-3.25534403846545,-3.25098974170684,-2.91322778070029,-3.28842140071375,-3.39450585719219
870.888888888889,-2.56654158485579,-3.30075189821557,-3.29699338365716,-2.9413507955454,-3.3180652997134,-3.43060432537776
871.111111111111,-2.60204410322335,-3.34703211606324,-3.34403024854062,-2.97099439012322,-3.34944551222909,-3.46827929011673
871.333333333333,-2.6376354441659,-3.39421763258355,-3.39215428481818,-3.00242015139459,-3.38272353829837,-3.50766661609187
871.555555555556,-2.67323444679459,-3.44234741923924,-3.44142523843031,-3.03580288362699,-3.4180129206694,-3.54886289981974
871.777777777778,-2.70876556856779,-3.4914683583292,-3.4919099861989,-3.07124875265476,-3.45539852479588,-3.59194079861272
872,-2.74416766004636,-3.54163755342496,-3.54368404329316,-3.10880912318538,-3.49495103867121,-3.63696065113337
872.222222222222,-2.77941173689507,-3.59292511821357,-3.59683317423543,-3.14849017466847,-3.53673817546139,-3.68397964575001
872.444444444444,-2.81453221681241,-3.64541742939924,-3.65145493804356,-3.19025874249672,-3.58083381401538,-3.73305959220622
872.666666666667,-2.84967547094318,-3.69922068570855,-3.7076598198482,-3.23404495870138,-3.62732611049018,-3.7842742210566
872.888888888889,-2.88516375562821,-3.75446432006008,-3.76557129301712,-3.27974228700469,-3.67632548302157,-3.83771688997031
873.111111111111,-2.92155610790552,-3.81130325160456,-3.82532364587288,-3.32720553876373,-3.7279733119959,-3.89350962341891
873.333333333333,-2.95965840165832,-3.86991697434324,-3.88705561144349,-3.37624746196967,-3.7824521964892,-3.95181455481928
873.555555555556,-3.00040971460632,-3.9305018793789,-3.95089670477037,-3.42663453473821,-3.83999862329197,-4.01284906713467
873.777777777778,-3.04460276311534,-3.99325096202169,-4.01694180914999,-3.47808267046355,-3.90091884039192,-4.07690618331042
874,-3.0925257618802,-4.05831272621431,-4.08520853064499,-3.53025364237833,-3.9656083422459,-4.14438185467361
874.222222222222,-3.14375747883197,-4.12572071993685,-4.1555727238586,-3.58275313446943,-4.03457410214343,-4.21581020254421
874.444444444444,-3.19729913072401,-4.1952913959651,-4.22768350685517,-3.63513138251378,-4.10845523663801,-4.29190511455517
874.666666666667,-3.25196108522108,-4.2665076734402,-4.30087424504853,-3.68688732955087,-4.18802938914762,-4.3735986091878
874.888888888889,-3.3067346484515,-4.33844078352791,-4.37411165447993,-3.73747702496901,-4.27417342337777,-4.46204599651106
875.111111111111,-3.36096507426439,-4.40979525807841,-4.44604995022845,-3.78632659526122,-4.36770991233837,-4.55852249929135
875.333333333333,-3.41433572242222,-4.47914319018595,-4.51524846791474,-3.83284948895576,-4.46901175998553,-4.66405347476793
875.555555555556,-3.46676560871224,-4.54530620615074,-4.580534181609,-3.87646689035775,-4.57719190604509,-4.77853021798614
875.777777777778,-3.51830298690463,-4.60770501058097,-4.64136647484677,-3.91662934180596,-4.68884019183772,-4.89916312179985
876,-3.56904847081736,-4.66647587285552,-4.69800166925951,-3.95283698528345,-4.79693658939769,-5.01889321734072
876.222222222222,-3.619109625088,-4.72230727145014,-4.75135643116029,-3.98465594683742,-4.89174189576215,-5.12690605766078
876.444444444444,-3.66857804737179,-4.77613058286948,-4.80266207751252,-4.01173032075877,-4.96519954341177,-5.21330561111238
876.666666666667,-3.71751962921743,-4.82884032714739,-4.85310559953327,-4.03379556775593,-5.01625369020091,-5.27522083865084
876.888888888889,-3.76597139608576,-4.88113404255383,-4.90359923791643,-4.05071652312198,-5.05128605040633,-5.31782294381421
877.111111111111,-3.81394093938463,-4.93346550898341,-4.95470258189456,-4.06261659252678,-5.07912146786456,-5.34949040568622
877.333333333333,-3.86140621462018,-4.98606313796039,-5.00664572555651,-4.07025274464363,-5.10621064338327,-5.3769018112474
877.555555555556,-3.90831449101363,-5.03896825317617,-5.05939046200943,-4.07585173121626,-5.13528835118435,-5.4034417465325
877.777777777778,-3.95457977535542,-5.09206518100439,-5.11268722313961,-4.08407989631742,-5.166321453363,-5.42986907128034
878,-4.00007835746606,-5.14508881970557,-5.16610902083211,-4.1006271024438,-5.19785208851131,-5.45547311763018
878.222222222222,-4.04464248878626,-5.19760241330711,-5.21906013935086,-4.12610135203458,-5.22797924420321,-5.47896657629971
878.444444444444,-4.0880529344282,-5.24894381833816,-5.27077027380719,-4.15372344566644,-5.25497530685514,-5.49906310572359
878.666666666667,-4.13003274265824,-5.2981566605978,-5.32030335937294,-4.17723831297245,-5.27771186184857,-5.51487800214051
878.888888888889,-4.17024782132699,-5.34398454706743,-5.36664336623317,-4.1957612362556,-5.29602225203721,-5.52627252526254
879.111111111111,-4.20832558065068,-5.38515087849568,-5.40895890701667,-4.21149498794695,-5.31104554957684,-5.53420167599885
879.333333333333,-4.24391047066122,-5.42127538529197,-5.4471262164463,-4.2272499871971,-5.32552016220817,-5.54105935830772
879.555555555556,-4.27677917698933,-5.45428640186948,-5.48235441112856,-4.24572684370377,-5.34391862737249,-5.55093617206687
879.777777777778,-4.30702239841261,-5.4885803198008,-5.51730771026594,-4.26955928802423,-5.37223043184986,-5.56960399438012
880,-4.33524085918227,-5.528246689426,-5.55510592930648,-4.30140491900655,-5.41713353096354,-5.60394184142295
880.222222222222,-4.36260760351605,-5.57409422627155,-5.59769172998004,-4.34379020704904,-5.48435334703329,-5.66052165799257
880.444444444444,-4.39062119154888,-5.62410415745062,-5.64501981206373,-4.39855578349423,-5.57636988617001,-5.74336748137434
880.666666666667,-4.42056351949189,-5.67567818822396,-5.69560669298707,-4.46588966717317,-5.69034275107842,-5.85158345787501
880.888888888889,-4.45298647378943,-5.72691068083161,-5.74757237958229,-4.54328133858049,-5.81768879523194,-5.97823880365003
881.111111111111,-4.48758797628757,-5.7767039536901,-5.79931837952412,-4.62517654567363,-5.94622948910816,-6.11170445207136
881.333333333333,-4.52349225012799,-5.82449716685875,-5.84971935148344,-4.70409034903254,-6.06408560500451,-6.23915336922656
881.555555555556,-4.55965149295291,-5.87001633401201,-5.89805814756231,-4.77296469136546,-6.16310592298316,-6.35033603289103
881.777777777778,-4.59512516944319,-5.91312242975757,-5.94389821293978,-4.82737726078726,-6.24013319418366,-6.43968848181887
882,-4.62918504317504,-5.95373270389524,-5.98697512852743,-4.86627864155708,-6.29615837231459,-6.50626170253098
882.222222222222,-4.66130724685358,-5.99178321467444,-6.02712357408984,-4.89122024504192,-6.33454709764439,-6.55230089481265
882.444444444444,-4.69112155477427,-6.02721203397348,-6.06423335773003,-4.9049999835195,-6.35942245530831,-6.58158111905082
882.666666666667,-4.71835849514701,-6.0599521102932,-6.09822470806372,-4.91055714468299,-6.3746493230413,-6.59815117835523
882.888888888889,-4.74280946290731,-6.08992827856084,-6.12903515824963,-4.91038628773942,-6.38338400383313,-6.60562763895053
883.111111111111,-4.76430214392092,-6.1170557148644,-6.15661304284354,-4.90636310463115,-6.38798543210741,-6.60691706391317
883.333333333333,-4.78268920269389,-6.14123848739735,-6.18091462966134,-4.89978885307551,-6.39010183598678,-6.60419150004924
883.555555555556,-4.79784754835508,-6.16236748096511,-6.20190317787763,-4.89151191716141,-6.39081563002614,-6.59898166302266
883.777777777778,-4.80968583997604,-6.18031725178606,-6.2195489639279,-4.88205403800625,-6.39078806279714,-6.59230670647158
884,-4.81815802657847,-6.19494149989921,-6.23382974542498,-4.87171428914024,-6.39038100205859,-6.58480045474696
884.222222222222,-4.82299387723794,-6.20589640131626,-6.24456800882048,-4.86832741121689,-6.3806128985407,-6.5801883363303
884.444444444444,-4.82564219649706,-6.21368796958398,-6.25200814557539,-4.86610320899183,-6.37406764181049,-6.58076729240232
884.666666666667,-4.82643972758897,-6.21844489269306,-6.25622683809385,-4.86184208211062,-6.38208282384983,-6.58396457185586
884.888888888889,-4.82542347481617,-6.22015649554445,-6.25722063626417,-4.85552438132611,-6.40117216971387,-6.58817538198544
885.111111111111,-4.82264898554195,-6.21882078719672,-6.25499598384368,-4.84708078772852,-6.42353448703663,-6.59224416846756
885.333333333333,-4.81819322549681,-6.21444396417941,-6.24956889960298,-4.83626226086535,-6.44392624309116,-6.59534418561733
885.555555555556,-4.81215623087,-6.20703969208118,-6.24096451280649,-4.82194168350511,-6.46022305602386,-6.59688722913394
885.777777777778,-4.80465830235208,-6.19662813061689,-6.22921644244553,-4.82394172900654,-6.47196938819712,-6.59645870317534
886,-4.79582543239684,-6.18323466061448,-6.21436600723548,-4.80737629447844,-6.47934996264244,-6.5937718601676
886.222222222222,-4.78574890696455,-6.1668882661823,-6.19646125021673,-4.78699694389329,-6.4827305056269,-6.58863593139614
886.444444444444,-4.77439925392059,-6.147619526764,-6.17555575850529,-4.76767063144176,-6.48249381280632,-6.58093417778928
886.666666666667,-4.76148852943398,-6.12545819268998,-6.1517072571771,-4.74761641566286,-6.47899489714038,-6.57060906390851
886.888888888889,-4.74634924254264,-6.10043037590492,-6.12497596096625,-4.72657449611537,-6.47255798360068,-6.55765267251165
887.111111111111,-4.72803175797887,-6.07255552572644,-6.09542268864176,-4.70456324889022,-6.46348595426184,-6.54210115513278
887.333333333333,-4.70579054847988,-6.04184364935566,-6.0631068047897,-4.68169642410331,-6.45207202894007,-6.52403251039792
887.555555555556,-4.67965978869217,-6.00829378974402,-6.02808419877492,-4.65814064092016,-6.4386105342889,-6.50356734234368
887.777777777778,-4.65047945665686,-5.97189572525568,-5.99040583474262,-4.63410501416139,-6.42340600584261,-6.48087249753656
888,-4.61934730338515,-5.9326382664016,-5.95011808808272,-4.60984134003892,-6.40678049931414,-6.45616759620988
888.222222222222,-4.58712122899721,-5.89052906803232,-5.90726742515635,-4.58564908217289,-6.38907892596005,-6.42973438277519
888.444444444444,-4.55429909827277,-5.8456311799272,-5.86191436629232,-4.56188321109148,-6.37067181964421,-6.40192834989718
888.666666666667,-4.5211274000769,-5.79811744126871,-5.81416510220289,-4.53896381108438,-6.35195425567147,-6.37319090765043
888.888888888889,-4.48773871042809,-5.74833101079854,-5.76423148140489,-4.51738604738364,-6.33333862583831,-6.34405794008306
889.111111111111,-4.45424445412845,-5.69681911971755,-5.71252281217947,-4.49772776997292,-6.31523755768919,-6.3151562343108
889.333333333333,-4.42078529681083,-5.64429319634995,-5.65973732305611,-4.4806493366047,-6.29803145397807,-6.28717260176348
889.555555555556,-4.38755760113637,-5.59149231582114,-5.60684708343413,-4.46687545969108,-6.28201320403761,-6.2607728544597
889.777777777778,-4.35482931669187,-5.53899642255479,-5.55483157720981,-4.45714129486933,-6.26730152648939,-6.23644506122871
890,-4.32295077044727,-5.4870933953458,-5.5041967289127,-4.45207487566225,-6.25371634929781,-6.21425739629768
890.222222222222,-4.29235795355042,-5.43577547809757,-5.45467111171627,-4.45197941858145,-6.24061866046372,-6.19357346686376
890.444444444444,-4.26355530064113,-5.38484623845049,-5.4054307466972,-4.45648528954133,-6.22673875344608,-6.17285610701377
890.666666666667,-4.23704730026497,-5.33405773959433,-5.35562983240819,-4.4640907992899,-6.21005356678355,-6.14975245935966
890.888888888889,-4.21316231377059,-5.28321273029861,-5.30475766955987,-4.47173773603019,-6.18781633084113,-6.12157208855115
891.111111111111,-4.19169620950224,-5.23221488494271,-5.25268114361274,-4.47475608070982,-6.1568559113537,-6.0860137142422
891.333333333333,-4.17137506799882,-5.18108200035671,-5.19953130533599,-4.46759423393381,-6.11419564913325,-6.04176653114145
891.555555555556,-4.14943832433592,-5.12994286933743,-5.14558881163966,-4.4454240492385,-6.05787004178851,-5.98867638036165
891.777777777778,-4.12210800955734,-5.07902969534229,-5.09122244829049,-4.40595251457578,-5.98762773395331,-5.92748356170133
892,-4.08647018927029,-5.0286610600411,-5.03687791494471,-4.35029144588356,-5.90517969086799,-5.85938742233445
892.222222222222,-4.04255694987781,-4.9791769288015,-4.983095363833,-4.28230824261481,-5.81387303914486,-5.78569458341336
892.444444444444,-3.99338004287987,-4.93071134614849,-4.93050116841481,-4.20703496379065,-5.71799034742081,-5.70766901756994
892.666666666667,-3.94290586052645,-4.88257494487394,-4.87956756100156,-4.12919832178564,-5.62202854354368,-5.62658553966439
892.888888888889,-3.89416209837934,-4.83221372302063,-4.82946800556124,-4.05247154198583,-5.53021406070926,-5.54394272196488
893.111111111111,-3.8486608355708,-4.77529779314618,-4.77534652953956,-3.97940301485455,-5.44629818359837,-5.46177649225063
893.333333333333,-3.80668108970558,-4.70975455782139,-4.70947571239961,-3.91170116235622,-5.37351564748968,-5.38297302157711
893.555555555556,-3.76772004075021,-4.63938574215718,-4.63425472582045,-3.85059745372676,-5.31453831267533,-5.31137681105162
893.777777777778,-3.73084171342041,-4.5696638222718,-4.56059696539342,-3.79713109728644,-5.27129159402797,-5.2513789257409
894,-3.69492535290491,-4.50308433104502,-4.49263871567095,-3.75227220825187,-5.24459617796204,-5.20675576895006
894.222222222222,-3.65886804697867,-4.43971250677133,-4.42923659148243,-3.71681891515776,-5.23373556265735,-5.17904805761901
894.444444444444,-3.62175827686862,-4.37894408480831,-4.36882822730155,-3.69102728925539,-5.23618722761362,-5.16648394618552
894.666666666667,-3.58299810161104,-4.32031231779995,-4.31053853862518,-3.67405217018315,-5.24778945193833,-5.16443009403708
894.888888888889,-3.54234643230083,-4.26365628860162,-4.2540349834883,-3.66352607476158,-5.26345075093053,-5.16719256837603
895.111111111111,-3.49988070221496,-4.20905232497197,-4.19929971374763,-3.65577604579483,-5.27819847642386,-5.16990694709607
895.333333333333,-3.45590393116978,-4.1565986289214,-4.14645158456025,-3.64686964974392,-5.2881403005052,-5.16948348960494
895.555555555556,-3.41083661017626,-4.10606817091587,-4.09555335200882,-3.63393728781571,-5.29097234032148,-5.16454923260306
895.777777777778,-3.36512487156434,-4.05666167803431,-4.04636083519005,-3.61588397692428,-5.2859456105149,-5.15489548023891
896,-3.3191792291207,-4.00725767950701,-3.99810527877922,-3.59317002683403,-5.27345744117448,-5.14088433964154
896.222222222222,-3.27334349139628,-3.95704956183366,-3.94957371686963,-3.56707530447763,-5.25451235457552,-5.12300641000759
896.444444444444,-3.22788602358521,-3.90588153646736,-3.8996355954233,-3.53899523093579,-5.23022796791899,-5.10160208213855
896.666666666667,-3.18300424424549,-3.85405086106295,-3.84783429978825,-3.51001011422849,-5.20145447520922,-5.0766969572204
896.888888888889,-3.13883506090163,-3.80196973242226,-3.79448111830033,-3.48069736182596,-5.16850467776176,-5.04790412120389
897.111111111111,-3.09546645755408,-3.74997797811939,-3.74027563591462,-3.45107483094734,-5.13097196136656,-5.01436955377973
897.333333333333,-3.05294741652133,-3.69830241259988,-3.68590339172449,-3.42059541126464,-5.08763437130302,-4.97476384887561
897.555555555556,-3.01129433832548,-3.64707740760807,-3.63185535901905,-3.38817200218041,-5.03648659293616,-4.92734787362977
897.777777777778,-2.97049183943636,-3.59637524700046,-3.57842177699204,-3.35226364244338,-4.97498476819833,-4.87015599071646
898,-2.93048348190952,-3.54622965792489,-3.52574867621377,-3.31108446424804,-4.90058989052869,-4.80133505174325
898.222222222222,-2.89114139260227,-3.49665086013543,-3.47389484043732,-3.26298603359967,-4.81159771947761,-4.71963276750783
898.444444444444,-2.85218917733813,-3.44763433937865,-3.42287177945619,-3.20698298333768,-4.70803219408678,-4.62493973178532
898.666666666667,-2.81304724071434,-3.39916566286911,-3.37266794890888,-3.1432521970417,-4.59217495645433,-4.51869014302413
898.888888888889,-2.77282497676003,-3.35122300926694,-3.3232625014493,-3.07333720474992,-4.46834333282338,-4.40389924011466
899.111111111111,-2.73209728457423,-3.30377855669834,-3.27463311716547,-2.99987341323306,-4.34191483467754,-4.28473234037549
899.333333333333,-2.69547169923524,-3.25679964302101,-3.22676101149254,-2.92591978982983,-4.21805846914386,-4.16572556525422
899.555555555556,-2.66380435578267,-3.21025073403267,-3.17963516204984,-2.85422202639,-4.10075897749198,-4.05095743605185
899.777777777778,-2.63348455139493,-3.16409781965561,-3.13325723247764,-2.7867264716117,-3.99243829726378,-3.94346736915368
900,-2.60316265762643,-3.11831814728593,-3.08764845195661,-2.72445420127097,-3.89410093988843,-3.8450518161385
900.222222222222,-2.57287349747273,-3.07292052262111,-3.04285960088454,-2.66764233420272,-3.80574322206936,-3.75638204854293
900.444444444444,-2.54282105081488,-3.02798469644865,-2.99898485347493,-2.61599274892119,-3.72679184747063,-3.67729274797991
900.666666666667,-2.51314538697594,-2.98373017155374,-2.95617873615618,-2.56890879506055,-3.65644662593082,-3.60709772012024
900.888888888889,-2.48392354529508,-2.94061467092134,-2.91467146078236,-2.52566808792306,-3.59389067647479,-3.54484484506579
901.111111111111,-2.45519263820805,-2.89941409539959,-2.87476979990342,-2.48552676877305,-3.53836676823737,-3.48947609598437
901.333333333333,-2.42696578301686,-2.8611254809487,-2.83681960085999,-2.44777095263527,-3.48910863476984,-3.4398890271023
901.555555555556,-2.39924104429776,-2.82646807314536,-2.8011027771934,-2.41173458053406,-3.4450853765874,-3.39490571184573
901.777777777778,-2.3720059137316,-2.79509658191492,-2.76767103486576,-2.37679989882507,-3.40452918763343,-3.35315741821939
902,-2.34523874407055,-2.76536823674507,-2.73619474770449,-2.34239327988794,-3.36443614864255,-3.31291135130426
902.222222222222,-2.31890717982643,-2.73533032553108,-2.70596756504883,-2.30798749023549,-3.32078784140302,-3.27193448829523
902.444444444444,-2.29296145569786,-2.70406743645949,-2.67613157627074,-2.27312204206967,-3.27040168147557,-3.22762833083078
902.666666666667,-2.26731415717477,-2.67188260425463,-2.64599047869577,-2.23745413252999,-3.21340971399976,-3.17775610229356
902.888888888889,-2.24177073317408,-2.63936654009979,-2.61519530622075,-2.2008487690122,-3.15327540818218,-3.12173186356367
903.111111111111,-2.2156944527815,-2.60682218472076,-2.58372722986964,-2.16349873184717,-3.09405977485795,-3.06151168796412
903.333333333333,-2.18515795919958,-2.57435849631617,-2.55176687693748,-2.12602546675141,-3.03823687396473,-3.00085701945116
903.555555555556,-2.18436436519914,-2.54204998277593,-2.519563947081,-2.08946559513548,-2.98653808691739,-2.94334423601518
903.777777777778,-2.15301098649595,-2.50997490673227,-2.48735717842732,-2.05505298508668,-2.93871036650295,-2.8909218365357
904,-2.1282180573718,-2.4782070789634,-2.45534168305974,-2.02382487907614,-2.89415575910364,-2.84386494946778
904.222222222222,-2.10463968280473,-2.4468074504607,-2.42366416817491,-1.9962526573398,-2.85223568615677,-2.8014807625531
904.444444444444,-2.08159946072189,-2.41582217193735,-2.39242984139636,-1.97212752145018,-2.81234101516499,-2.76276799527592
904.666666666667,-2.05887867929964,-2.38528414010835,-2.3617118630673,-1.95074301924324,-2.77382101354754,-2.72677036167865
904.888888888889,-2.03636115556215,-2.35521536724025,-2.33155911530413,-1.93121004636901,-2.73585301112109,-2.69269442844345
905.111111111111,-2.01396010457172,-2.32562878031822,-2.30200024747563,-1.91271575634909,-2.69785557590748,-2.65991545218654
905.333333333333,-1.99159578032089,-2.29652859645506,-2.27304218948213,-1.89464988210598,-2.66192306084143,-2.62795651883019
905.555555555556,-1.96918711819037,-2.26790818235278,-2.24466036705014,-1.87662218315973,-2.63126120521289,-2.59649501789357
905.777777777778,-1.9466493283512,-2.23974322906635,-2.21677710763524,-1.85842508409736,-2.60384892303722,-2.56543922781408
906,-1.92389622511718,-2.21197606284248,-2.18922895529468,-1.83998256531016,-2.57761903362076,-2.53508905574663
906.222222222222,-1.90084858497536,-2.18448583795859,-2.16174479202802,-1.82130540474336,-2.55247044570377,-2.50626958154995
906.444444444444,-1.87745087328997,-2.1570528542274,-2.13400216316473,-1.80245882935026,-2.52883449153762,-2.4801316818751
906.666666666667,-1.85369795263634,-2.12939929248094,-2.1058336273306,-1.78354232878955,-2.50719373029139,-2.45748924312374
906.888888888889,-1.82966924284941,-2.10150673474099,-2.07746270031158,-1.76467973194373,-2.48801717472862,-2.43830578321241
907.111111111111,-1.80555897126451,-2.07402327026884,-2.04943344498985,-1.74601805614924,-2.47170444554938,-2.42197022478267
907.333333333333,-1.78168066028563,-2.04775491599719,-2.02223377252453,-1.72773449625006,-2.4584232013108,-2.40791842034909
907.555555555556,-1.75842304366395,-2.02279850797303,-1.99605696499702,-1.71005032201239,-2.44779026803617,-2.3958612134887
907.777777777778,-1.73615634926907,-1.99878483030923,-1.97086009802333,-1.69324247835246,-2.43845388282675,-2.38548625991096
908,-1.71512610879859,-1.97539309398189,-1.94651102360328,-1.67760823523499,-2.42789885143275,-2.37578707171772
908.222222222222,-1.69539120018762,-1.95245899108982,-1.92287804681593,-1.66323248916447,-2.41302426471041,-2.36431867474455
908.444444444444,-1.67683634324936,-1.92991509188762,-1.89985865840071,-1.64931449839661,-2.39159069324162,-2.34735136070088
908.666666666667,-1.65923972401275,-1.9077372993471,-1.87738000488479,-1.63362418778246,-2.36347622722845,-2.32210855378098
908.888888888889,-1.64235100539234,-1.88591819988188,-1.85539168417669,-1.61444550875734,-2.33051615995124,-2.28949441738366
909.111111111111,-1.6259467324846,-1.86445591129194,-1.83385858687762,-1.59318108132294,-2.29522976309807,-2.25345937972611
909.333333333333,-1.60985522520148,-1.8433497898927,-1.81275558886215,-1.57224558689954,-2.25969965253192,-2.21780635496702
909.555555555556,-1.59395900839491,-1.822598919069,-1.79206399685317,-1.55268006424645,-2.22519399890861,-2.18447520362299
909.777777777778,-1.5781860734001,-1.80220167744341,-1.77176926333212,-1.53450700162846,-2.19229369314574,-2.15388355989639
910,-1.56220451655457,-1.78338364622737,-1.75326008957575,-1.5186748719747,-2.16552843978839,-2.12864048989834
