"Freq [MHz]","dB(S(1,1)) []","dB(S(can_1,can_1)) []","dB(S(can_2,can_2)) []","dB(S(can_3,can_3)) []","dB(S(can_4,can_4)) []","dB(S(can_5,can_5)) []","dB(S(can_6,can_6)) []","dB(S(T1,T1)) []","dB(S(T2,T2)) []","dB(S(T3,T3)) []","dB(S(T4,T4)) []","dB(S(T5,T5)) []","dB(S(T6,T6)) []"
863.555555555556,-14.1144043242311,-1.70308482698195,-2.08043336555398,-2.0705724580865,-1.58313113537921,-1.74628949540206,-1.79881045591348,-0.648717692917374,-0.620992710903286,-0.616276134109226,-0.647520228663257,-0.61681129518467,-0.609615290132332
863.777777777778,-14.1252088115124,-1.72596530410025,-2.11319002522634,-2.10298692995085,-1.59872036712898,-1.7665136791158,-1.81878432483135,-0.646885815192483,-0.617674965617697,-0.613058600340394,-0.640100602271055,-0.611089284550045,-0.603059493175847
864,-14.1338769508553,-1.74903334450278,-2.14637582583513,-2.13562662539503,-1.6119053970941,-1.78774755821387,-1.83960955157073,-0.647139476550306,-0.6164587643706,-0.611913639216647,-0.634324018200296,-0.607214250315665,-0.598390264162317
864.222222222222,-14.1404398543237,-1.77226804859625,-2.18017897509258,-2.16844086315695,-1.62363145923453,-1.81017607031783,-1.86146199918111,-0.649453486333,-0.617230852204088,-0.612769731216453,-0.630058965192279,-0.605086422994711,-0.595497548214166
864.444444444444,-14.1449513613712,-1.79564120673811,-2.21474243282564,-2.20138672532123,-1.64250235343606,-1.83403845292412,-1.88457515694282,-0.653836069765976,-0.61990076395077,-0.615584417002984,-0.627180504776472,-0.604614956299045,-0.594281881381255
864.666666666667,-14.1474961583405,-1.81911626374254,-2.24995167983948,-2.23443104674428,-1.67774632910642,-1.85964201498005,-1.9092569045133,-0.660328130557917,-0.624397276590906,-0.6203420561903,-0.625566361803708,-0.605711157252949,-0.594648149480162
864.888888888889,-14.1481981202971,-1.84264744500613,-2.2854033035638,-2.26755361531996,-1.72077861110999,-1.88737833285177,-1.93590995006633,-0.669001060501514,-0.630663726876373,-0.627050427515831,-0.625092924312484,-0.608279967522193,-0.596497785484844
865.111111111111,-14.1472278152254,-1.86617931734,-2.32065807940533,-2.30075350340763,-1.76248710770982,-1.91774116787995,-1.96505543096551,-0.679951285752355,-0.638651367700114,-0.635734976505994,-0.625631303500726,-0.612209300966205,-0.599718970446855
865.333333333333,-14.1448076312356,-1.8896472153816,-2.35548077959759,-2.33406246795758,-1.80239420019595,-1.95134413159127,-1.99735761173587,-0.69328839034355,-0.648309539084722,-0.646428774817071,-0.627043765162937,-0.61735714563454,-0.604174599186453
865.555555555556,-14.1412126197576,-1.91297915677384,-2.38985609873368,-2.36757233762737,-1.84225152528573,-1.98893386756581,-2.03364468103502,-0.709111516766446,-0.659570902922762,-0.659155154291619,-0.629181052630518,-0.623537034090195,-0.609688286640978
865.777777777778,-14.1367651086566,-1.93610005554533,-2.42388741246277,-2.40148280937593,-1.88348527481923,-2.03139086686767,-2.07491568515882,-0.727465667770952,-0.672329383213116,-0.67389850056662,-0.631881353146052,-0.630503758884221,-0.616029714613289
866,-14.1318216654481,-1.95893912547917,-2.45771222423499,-2.43614849407014,-1.92705173044972,-2.0797048002834,-2.12231629553373,-0.748265974009567,-0.686407974407826,-0.69055710051943,-0.634971851230491,-0.63794312875079,-0.622902300367009
866.222222222222,-14.1267522216956,-1.98144116692785,-2.49146302690084,-2.47199537955649,-1.97360075176449,-2.13490514730961,-2.17705744932541,-0.771176256519395,-0.701513795399738,-0.708871265795509,-0.638273851547997,-0.645471801593851,-0.629938400386294
866.444444444444,-14.1219129961861,-2.0035817096042,-2.52525595203396,-2.50908471880888,-2.02356813088901,-2.19792382268733,-2.24024549182248,-0.795434939444632,-0.71717990936169,-0.728322884631899,-0.641612189896645,-0.652654704867284,-0.636709318328785
866.666666666667,-14.1176168241744,-2.02538453900187,-2.55919035917795,-2.54666414007491,-2.07719073642665,-2.26937112507493,-2.31260081987973,-0.819650252069035,-0.73269969145386,-0.748014439422596,-0.64482894998279,-0.659046273598925,-0.642757592190789
866.888888888889,-14.1141058945513,-2.04693804933832,-2.59335131920065,-2.58374358839155,-2.13447247018806,-2.34923020450466,-2.39407985585377,-0.841654701785847,-0.747072701165178,-0.766563699600308,-0.647800351115087,-0.664255583493548,-0.647655037394697
867.111111111111,-14.1115320268429,-2.06840483057011,-2.62781222577122,-2.62004061717762,-2.19512516188689,-2.43652698612842,-2.48349152589269,-0.858608636275717,-0.759001938191786,-0.782096584702592,-0.650454293003846,-0.668024351077011,-0.651080399989883
867.333333333333,-14.1099482158416,-2.09001829893999,-2.66263689053913,-2.65587450524042,-2.25850934324457,-2.52910297482104,-2.5782898483558,-0.867581550754821,-0.767003159071947,-0.792461288037846,-0.6527849445478,-0.670295141078533,-0.652897547229673
