Freq [MHz],"dB(S(1,1)) []","dB(S(can_1,can_1)) []","dB(S(can_2,can_2)) []","dB(S(can_3,can_3)) []","dB(S(can_4,can_4)) []","dB(S(can_5,can_5)) []","dB(S(can_6,can_6)) []"
915.1111111,-16.79643363,-1.376807346,-1.649324016,-1.530344558,-1.394375486,-1.754641839,-1.72092364
915.3333333,-16.85649666,-1.364821363,-1.633928003,-1.51610276,-1.38555381,-1.736619807,-1.704245637
915.5555556,-16.91899636,-1.352921405,-1.61871443,-1.5020311,-1.377271445,-1.719277746,-1.688136172
915.7777778,-16.98372681,-1.341118012,-1.603672686,-1.488119694,-1.369569937,-1.702638386,-1.672608461
916,-17.05050459,-1.329415487,-1.588792286,-1.474358637,-1.362495265,-1.686726729,-1.657678824
916.2222222,-17.11917814,-1.317811848,-1.574062813,-1.460737956,-1.356098365,-1.671570601,-1.643367111
916.4444444,-17.1896318,-1.306299113,-1.559473866,-1.447247549,-1.350435492,-1.657201213,-1.629697175
916.6666667,-17.2617874,-1.294863617,-1.545014974,-1.433877101,-1.345568284,-1.643653684,-1.61669738
916.8888889,-17.33560521,-1.283486231,-1.53067549,-1.420615986,-1.341563307,-1.630967487,-1.604401121
917.1111111,-17.41108543,-1.272142481,-1.516444452,-1.407453133,-1.338490709,-1.619186739,-1.592847326
917.3333333,-17.48827114,-1.26080266,-1.502310373,-1.394376843,-1.336421466,-1.60836018,-1.582080851
917.5555556,-17.56725324,-1.249432123,-1.488260961,-1.381374545,-1.335422422,-1.598540646,-1.572152659
917.7777778,-17.64817763,-1.237992057,-1.474282697,-1.368432468,-1.335548,-1.589783684,-1.563119556
918,-17.73125455,-1.226441171,-1.46036023,-1.355535177,-1.336827135,-1.582144816,-1.55504316
918.2222222,-17.81676884,-1.214738892,-1.446475464,-1.342664955,-1.339243662,-1.575674702,-1.547987558
918.4444444,-17.90508793,-1.202850751,-1.432606196,-1.329800969,-1.342708494,-1.570411185,-1.542014844
918.6666667,-17.99665943,-1.190756514,-1.41872405,-1.316918224,-1.347022912,-1.566366824,-1.537177306
918.8888889,-18.09198143,-1.178461088,-1.404791396,-1.303986432,-1.351835054,-1.563510314,-1.533504545
919.1111111,-18.19151315,-1.16600689,-1.390756956,-1.290969395,-1.356597238,-1.561740205,-1.530983304
919.3333333,-18.29547281,-1.153484416,-1.376550479,-1.2778269,-1.360540451,-1.560850251,-1.529527489
919.5555556,-18.4034596,-1.141035653,-1.362080269,-1.264525136,-1.362691766,-1.560488207,-1.52893652
919.7777778,-18.51389082,-1.12884455,-1.347251269,-1.251072236,-1.361963541,-1.560115025,-1.528842877
920,-18.62345795,-1.117112012,-1.332070126,-1.237618249,-1.357328386,-1.558979536,-1.528656323
920.2222222,-18.72718539,-1.106019833,-1.317017698,-1.224673098,-1.348054187,-1.556132965,-1.527524191
920.4444444,-18.81979253,-1.095695193,-1.303739871,-1.213321494,-1.333922471,-1.550511526,-1.52434266
920.6666667,-18.89812628,-1.086188988,-1.294290959,-1.204644338,-1.31533034,-1.541102869,-1.517863086
920.8888889,-18.96287138,-1.077475149,-1.287381131,-1.197976271,-1.293215892,-1.527175211,-1.506920583
921.1111111,-19.01792152,-1.069468159,-1.279614252,-1.191097166,-1.268834718,-1.508497324,-1.490751864
921.3333333,-19.06812036,-1.062049203,-1.270008213,-1.182769367,-1.24348636,-1.48544991,-1.46928441
921.5555556,-19.11735495,-1.055091035,-1.259166644,-1.173155314,-1.218294132,-1.458962212,-1.443240304
921.7777778,-19.16791728,-1.048475723,-1.247721467,-1.162788741,-1.194090248,-1.430293549,-1.413972994
922,-19.22075265,-1.042104089,-1.236043873,-1.152077707,-1.171399877,-1.400756049,-1.383109073
922.2222222,-19.27596002,-1.035898512,-1.224329174,-1.141264376,-1.150487052,-1.37148602,-1.35217061
922.4444444,-19.33320802,-1.029801639,-1.21268146,-1.130484023,-1.131423976,-1.343321872,-1.322326522
922.6666667,-19.39199508,-1.023773162,-1.201159773,-1.119813178,-1.114158289,-1.316785371,-1.294314757
922.8888889,-19.45178687,-1.017786113,-1.189800574,-1.109297184,-1.098566747,-1.292128703,-1.268489917
923.1111111,-19.51207925,-1.011823434,-1.178628453,-1.098964505,-1.084493083,-1.2694069,-1.244926008
923.3333333,-19.57242194,-1.005875125,-1.167661241,-1.088833937,-1.071772261,-1.248548355,-1.223521938
923.5555556,-19.6324239,-0.999936042,-1.156912427,-1.078918192,-1.060244628,-1.229410958,-1.204085019
923.7777778,-19.69175105,-0.994004257,-1.146392252,-1.069225669,-1.049763265,-1.211821423,-1.186387477
924,-19.75012177,-0.988079875,-1.136108162,-1.059761319,-1.040197053,-1.195600194,-1.170200255
924.2222222,-19.80730199,-0.982164221,-1.126064944,-1.05052708,-1.03143126,-1.180575712,-1.155310768
924.4444444,-19.86309991,-0.976259265,-1.116264733,-1.041522129,-1.023366775,-1.166591561,-1.141530532
924.6666667,-19.91735947,-0.970367253,-1.106706989,-1.032743081,-1.015918728,-1.153509208,-1.128696965
924.8888889,-19.96994991,-0.964490452,-1.097388507,-1.024184189,-1.009014902,-1.141208201,-1.116672159
925.1111111,-20.0207481,-0.958631,-1.08830347,-1.015837584,-1.002594171,-1.129585042,-1.105340282
925.3333333,-20.06960918,-0.952790804,-1.079443592,-1.007693554,-0.996605091,-1.118551446,-1.094604558
925.5555556,-20.11632142,-0.946971487,-1.070798321,-0.99974086,-0.991004682,-1.108032439,-1.0843843
925.7777778,-20.16054493,-0.941174356,-1.062355121,-0.991967069,-0.98575743,-1.09796449,-1.074612224
926,-20.20174391,-0.93540039,-1.054099801,-0.984358903,-0.980834472,-1.088293805,-1.06523212
926.2222222,-20.23913743,-0.929650236,-1.046016895,-0.97690257,-0.976212946,-1.078974826,-1.056196888
926.4444444,-20.27170967,-0.923924208,-1.038090053,-0.969584083,-0.971875453,-1.069968923,-1.047466898
926.6666667,-20.29831668,-0.918222293,-1.030302446,-0.962389538,-0.967809554,-1.06124329,-1.03900865
926.8888889,-20.31788776,-0.912544152,-1.022637151,-0.955305361,-0.964007237,-1.052770008,-1.030793669
927.1111111,-20.32965452,-0.906889118,-1.015077511,-0.948318503,-0.960464244,-1.044525257,-1.022797606
927.3333333,-20.33330246,-0.901256201,-1.007607456,-0.941416598,-0.957179174,-1.036488651,-1.014999507
927.5555556,-20.32897487,-0.895644082,-1.000211777,-0.934588077,-0.954152324,-1.028642691,-1.007381209
927.7777778,-20.31714485,-0.890051105,-0.992876347,-0.927822238,-0.951384243,-1.02097229,-0.999926852
928,-20.29843582,-0.884475272,-0.985588301,-0.921109285,-0.94887414,-1.013464392,-0.992622472
928.2222222,-20.27346942,-0.878914236,-0.978336149,-0.914440339,-0.946618356,-1.006107635,-0.985455666
928.4444444,-20.24277738,-0.873365292,-0.971109858,-0.907807421,-0.944609182,-0.998892073,-0.978415312
928.6666667,-20.20677301,-0.867825382,-0.963900884,-0.90120342,-0.942834315,-0.991808949,-0.971491331
928.8888889,-20.16576046,-0.862291097,-0.956702177,-0.89462204,-0.941277136,-0.984850484,-0.964674485
929.1111111,-20.11996013,-0.856758717,-0.949508145,-0.888057747,-0.939917748,-0.97800971,-0.957956197
929.3333333,-20.06953652,-0.851224257,-0.942314611,-0.881505703,-0.938734571,-0.97128032,-0.951328393
929.5555556,-20.01462178,-0.845683582,-0.935118739,-0.874961701,-0.937706109,-0.964656527,-0.944783351
929.7777778,-19.95533313,-0.840132569,-0.927918954,-0.868422103,-0.9368125,-0.958132939,-0.938313561
930,-19.89178433,-0.834567378,-0.920714851,-0.861883775,-0.936036586,-0.951704418,-0.931911573
930.2222222,-19.82409225,-0.82898485,-0.913507101,-0.855344041,-0.935364327,-0.945365931,-0.925569848
930.4444444,-19.75237974,-0.823383071,-0.906297347,-0.848800642,-0.934784542,-0.93911235,-0.919280582
930.6666667,-19.67677537,-0.817762146,-0.899088107,-0.842251719,-0.934287971,-0.932938185,-0.913035504
930.8888889,-19.59741056,-0.812125186,-0.89188266,-0.835695827,-0.933865602,-0.926837193,-0.906825629
931.1111111,-19.5144139,-0.806479445,-0.884684946,-0.829131997,-0.933506066,-0.920801779,-0.900640946
931.3333333,-19.4279021,-0.800837369,-0.877499446,-0.822559872,-0.933191659,-0.914822081,-0.894470012
931.5555556,-19.33796632,-0.795216925,-0.870331069,-0.81597996,-0.932892248,-0.908884555,-0.888299413
931.7777778,-19.24465233,-0.789639822,-0.86318504,-0.809394073,-0.93255609,-0.902969806,-0.882113028
932,-19.14793366,-0.784125792,-0.856066803,-0.802806046,-0.93209691,-0.897049361,-0.87589101
932.2222222,-19.04768178,-0.778687288,-0.84898201,-0.796222876,-0.931378869,-0.891081138,-0.869608352
932.4444444,-18.94365277,-0.773351224,-0.841936719,-0.78965647,-0.930208093,-0.885003825,-0.863232851
932.6666667,-18.83554609,-0.76820253,-0.834938186,-0.783126149,-0.928354069,-0.878731886,-0.856722207
932.8888889,-18.7232389,-0.763333956,-0.827997193,-0.776661899,-0.925637655,-0.872156398,-0.85001999
933.1111111,-18.60725362,-0.758769989,-0.821134109,-0.770307685,-0.922093316,-0.865162523,-0.843050439
933.3333333,-18.4891673,-0.754489833,-0.814392921,-0.764122753,-0.918097254,-0.857677095,-0.835713664
933.5555556,-18.37124091,-0.750458756,-0.807865535,-0.758176405,-0.914268557,-0.849743838,-0.827889632
933.7777778,-18.25517123,-0.746635213,-0.801699127,-0.752530219,-0.911149641,-0.841577381,-0.819485204
934,-18.14125244,-0.742973315,-0.795986335,-0.747205902,-0.908964744,-0.833516329,-0.810624219
934.2222222,-18.02876556,-0.739426766,-0.790559899,-0.742152331,-0.907642448,-0.825871169,-0.801999709
934.4444444,-17.91680701,-0.735953027,-0.785115479,-0.73724169,-0.906976767,-0.818790045,-0.794534629
934.6666667,-17.80473983,-0.73251627,-0.779552199,-0.732312624,-0.906756171,-0.812247043,-0.788707002
934.8888889,-17.69397047,-0.728008355,-0.77378785,-0.726980372,-0.907100246,-0.806201966,-0.782944539
935.1111111,-17.58241987,-0.723432916,-0.76808551,-0.721677241,-0.907493818,-0.80031813,-0.777162357
935.3333333,-17.469987,-0.718916148,-0.762467235,-0.71644205,-0.907868631,-0.794587961,-0.77150216
935.5555556,-17.35677153,-0.714477429,-0.756934619,-0.711275965,-0.908201118,-0.789024058,-0.765969122
935.7777778,-17.24286893,-0.710144221,-0.751489071,-0.70618076,-0.908472835,-0.783639645,-0.760568919
936,-17.12837042,-0.70595018,-0.746131033,-0.701159082,-0.908669663,-0.778448,-0.755307667
936.2222222,-17.01336277,-0.701925934,-0.740858174,-0.696214822,-0.908781114,-0.773461568,-0.750191802
936.4444444,-16.89792822,-0.698079895,-0.735661386,-0.691353501,-0.908799708,-0.768690701,-0.745227867
936.6666667,-16.7821444,-0.694376932,-0.730516403,-0.686582077,-0.908720441,-0.764141983,-0.74042217
936.8888889,-16.66608434,-0.690736963,-0.725368123,-0.681904869,-0.908540306,-0.759816164,-0.735780276
937.1111111,-16.54981657,-0.687067256,-0.720109433,-0.677298071,-0.90825788,-0.755705842,-0.731306265
937.3333333,-16.43340561,-0.683305522,-0.714582324,-0.672572263,-0.907872945,-0.751793185,-0.727001714
937.5555556,-16.31691287,-0.679437179,-0.708678778,-0.666924694,-0.907386144,-0.748048155,-0.722864352
937.7777778,-16.20039884,-0.675482245,-0.702544572,-0.660254879,-0.906798653,-0.744427836,-0.718886383
938,-16.08392745,-0.671473621,-0.696567464,-0.655159874,-0.906111845,-0.740877461,-0.715052545
938.2222222,-15.96757483,-0.667442686,-0.69102202,-0.65098394,-0.905326941,-0.737333535,-0.711338098
938.4444444,-15.85144721,-0.663413954,-0.685906507,-0.646886958,-0.904444608,-0.733728974,-0.707707104
938.6666667,-15.73571705,-0.659404902,-0.681095677,-0.642754144,-0.903464478,-0.729999612,-0.70411158
938.8888889,-15.62069649,-0.655427576,-0.676476757,-0.638601805,-0.902384544,-0.726090873,-0.700492244
939.1111111,-15.5069843,-0.651490354,-0.671980216,-0.63445202,-0.90120037,-0.721963268,-0.696781572
939.3333333,-15.39574278,-0.647599351,-0.667568904,-0.630319498,-0.899904026,-0.717595595,-0.692909529
939.5555556,-15.2891237,-0.643759386,-0.663223964,-0.626212837,-0.89848265,-0.712985405,-0.688811648
939.7777778,-15.19048971,-0.639974614,-0.658935674,-0.622136477,-0.896916455,-0.708147019,-0.684438148
940,-15.10282569,-0.636248891,-0.654698358,-0.61809192,-0.895176005,-0.70310791,-0.679762042
940.2222222,-15.02335101,-0.632585951,-0.650507617,-0.614078342,-0.893218489,-0.69790449,-0.674784028
940.4444444,-14.94068697,-0.628989414,-0.646358678,-0.610092787,-0.890982762,-0.692578195,-0.669532787
940.6666667,-14.845494,-0.625462624,-0.642245225,-0.606130057,-0.888383021,-0.687172465,-0.664060702
940.8888889,-14.73900522,-0.622008303,-0.638158341,-0.602182361,-0.88530144,-0.681730908,-0.658436503
941.1111111,-14.62689927,-0.618627977,-0.634085329,-0.598238715,-0.881581258,-0.676296683,-0.652736987
941.3333333,-14.51324468,-0.615321108,-0.630008304,-0.594284105,-0.877024377,-0.670913022,-0.647039904
941.5555556,-14.39984813,-0.612083907,-0.625902467,-0.590298407,-0.871402209,-0.665624777,-0.641419268
941.7777778,-14.28720378,-0.608907788,-0.621734115,-0.586255111,-0.864495,-0.660480897,-0.635943511
942,-14.17519045,-0.605777544,-0.617458649,-0.582120025,-0.856178104,-0.655537727,-0.6306762
942.2222222,-14.06341342,-0.602669433,-0.613019248,-0.577850356,-0.846558932,-0.650862915,-0.625678742
942.4444444,-13.95142784,-0.599549608,-0.608347625,-0.573395007,-0.836115878,-0.646539223,-0.621014336
942.6666667,-13.83917853,-0.596373539,-0.603369203,-0.568697557,-0.825715505,-0.642666471,-0.61675227
942.8888889,-13.72836064,-0.593087294,-0.598015797,-0.563704073,-0.816389222,-0.639357508,-0.612971044
943.1111111,-13.62584506,-0.589631476,-0.592248055,-0.558378021,-0.808934445,-0.63672036,-0.609757099
943.3333333,-13.54629748,-0.58594818,-0.586085412,-0.552722678,-0.803614187,-0.63481495,-0.607192566
943.5555556,-13.49629973,-0.581990401,-0.579632405,-0.546806097,-0.800160447,-0.633576291,-0.605320171
943.7777778,-13.452098,-0.577732269,-0.573081989,-0.540775588,-0.798004751,-0.632721882,-0.604070834
944,-13.3917095,-0.573177774,-0.566680821,-0.53484455,-0.796523559,-0.631715266,-0.603155886
944.2222222,-13.31659016,-0.568365843,-0.560664279,-0.52924483,-0.795177364,-0.629886395,-0.601988241
944.4444444,-13.23432805,-0.563370755,-0.555193744,-0.524162042,-0.793547362,-0.626705895,-0.599781698
944.6666667,-13.14976353,-0.558298209,-0.550328515,-0.51968823,-0.791319932,-0.62201942,-0.595911245
944.8888889,-13.06518518,-0.553278131,-0.546038579,-0.515815127,-0.78825993,-0.616046594,-0.590289342
945.1111111,-12.98157974,-0.548455068,-0.542239863,-0.512462444,-0.784193567,-0.609187374,-0.583365458
945.3333333,-12.89934626,-0.543976209,-0.538829704,-0.509517857,-0.779007885,-0.601824483,-0.575774459
945.5555556,-12.81862142,-0.539976654,-0.535710751,-0.506869075,-0.772666097,-0.594228093,-0.568012821
945.7777778,-12.73942117,-0.536562291,-0.532802292,-0.504421293,-0.765232264,-0.586548503,-0.560337654
946,-12.66170243,-0.533792625,-0.530042923,-0.502102585,-0.756893203,-0.578846743,-0.552814817
946.2222222,-12.58539019,-0.531668146,-0.527388846,-0.499862434,-0.74796214,-0.571130685,-0.545402209
946.4444444,-12.51038949,-0.530127395,-0.524810703,-0.497667625,-0.738852006,-0.563385983,-0.538019639
946.6666667,-12.43659088,-0.529056515,-0.522290556,-0.495497893,-0.730018477,-0.555602458,-0.530602287
946.8888889,-12.3638734,-0.528309455,-0.519819738,-0.493342426,-0.721887901,-0.547799306,-0.52314519
947.1111111,-12.29210752,-0.527732745,-0.51739791,-0.491197629,-0.714787981,-0.540050431,-0.515737267
947.3333333,-12.22115957,-0.5271876,-0.515033482,-0.48906644,-0.708866551,-0.532504845,-0.508568658
947.5555556,-12.15089955,-0.52656431,-0.512745122,-0.486959703,-0.703890326,-0.525387735,-0.501890676
947.7777778,-12.08121428,-0.525787722,-0.510562298,-0.484900282,-0.698894197,-0.518962012,-0.495930108
948,-12.01202898,-0.524815631,-0.508517831,-0.482928506,-0.693017065,-0.513442434,-0.49079952
948.2222222,-11.94334062,-0.523633179,-0.506619682,-0.48109435,-0.687471304,-0.508891922,-0.486457999
948.4444444,-11.87526684,-0.522246072,-0.504806163,-0.479393649,-0.683334606,-0.505164067,-0.482738889
948.6666667,-11.80811329,-0.520674462,-0.502948755,-0.477674021,-0.680247737,-0.501937357,-0.479412871
948.8888889,-11.74245711,-0.518948266,-0.500949033,-0.47575663,-0.677638615,-0.498819058,-0.476244699
949.1111111,-11.67923419,-0.517103823,-0.498810841,-0.473654664,-0.675108614,-0.495452241,-0.473024584
949.3333333,-11.61979841,-0.515180927,-0.49659865,-0.471479521,-0.672363417,-0.491579285,-0.469578419
949.5555556,-11.56589647,-0.513217993,-0.494373625,-0.469303263,-0.669139486,-0.487060428,-0.465769694
949.7777778,-11.51948575,-0.511241092,-0.492172881,-0.46715204,-0.665174526,-0.481869212,-0.461504153
950,-11.48234552,-0.509240604,-0.490015151,-0.465033422,-0.660217779,-0.476082548,-0.456742479
950.2222222,-11.4555218,-0.507133504,-0.487910698,-0.462955043,-0.654084121,-0.469869265,-0.45151894
950.4444444,-11.43878251,-0.504734701,-0.4858691,-0.460937481,-0.646750239,-0.463470978,-0.4459557
950.6666667,-11.43034586,-0.501806424,-0.483904933,-0.459024689,-0.638457125,-0.457168297,-0.440257382
950.8888889,-11.42708964,-0.498227389,-0.482040155,-0.457280254,-0.629737373,-0.451233305,-0.434675569
951.1111111,-11.42530568,-0.494138047,-0.480295236,-0.455741343,-0.621293402,-0.445880351,-0.429450371
951.3333333,-11.42192854,-0.489864285,-0.478655414,-0.454343316,-0.613760428,-0.441232288,-0.424754024
951.5555556,-11.41579717,-0.485714849,-0.477027462,-0.452929119,-0.607503335,-0.437313235,-0.420662205
951.7777778,-11.40781387,-0.481873849,-0.475268755,-0.451369065,-0.602569131,-0.434066132,-0.417160537
952,-11.39942806,-0.478412168,-0.473297232,-0.449625271,-0.598778443,-0.43138351,-0.414173944
952.2222222,-11.39108501,-0.475332437,-0.471127767,-0.447715144,-0.595856964,-0.429138487,-0.411600383
952.4444444,-11.38219393,-0.47260189,-0.468810418,-0.445665609,-0.593532652,-0.427207887,-0.409336612
952.6666667,-11.37189689,-0.470170272,-0.466382984,-0.443496548,-0.591581923,-0.425485395,-0.407292691
952.8888889,-11.35955871,-0.467980084,-0.463865951,-0.441221426,-0.589839634,-0.423886499,-0.405397369
953.1111111,-11.34484313,-0.465973582,-0.461272183,-0.438852194,-0.588191607,-0.42234823,-0.403597994
953.3333333,-11.32762076,-0.464097757,-0.458615278,-0.436403494,-0.586561916,-0.420826306,-0.401857964
953.5555556,-11.30786698,-0.46230737,-0.455913817,-0.433895021,-0.584900577,-0.419291497,-0.400153561
953.7777778,-11.28559368,-0.46056617,-0.453192388,-0.431351992,-0.583173403,-0.417726156,-0.398471094
954,-11.26081302,-0.458846687,-0.45048045,-0.428803952,-0.581354032,-0.41612137,-0.396804697
954.2222222,-11.2335226,-0.457129187,-0.447809904,-0.426282395,-0.579417566,-0.414474864,-0.395154797
954.4444444,-11.20370383,-0.455400316,-0.445212047,-0.423817746,-0.577335236,-0.412789676,-0.39352702
954.6666667,-11.17132827,-0.453651873,-0.442714463,-0.42143633,-0.575069734,-0.411073598,-0.391930816
954.8888889,-11.13636968,-0.451880069,-0.440338232,-0.41915778,-0.572571311,-0.40933935,-0.390375731
955.1111111,-11.0988208,-0.450085709,-0.438095608,-0.416993143,-0.569775456,-0.407604754,-0.388859996
955.3333333,-11.05871464,-0.448275954,-0.435988172,-0.414943691,-0.566603976,-0.405887473,-0.38734133
955.5555556,-11.01615018,-0.44646871,-0.434005389,-0.413000336,-0.562972314,-0.404160239,-0.385690262
955.7777778,-10.97132219,-0.444700459,-0.432123605,-0.411143524,-0.55880614,-0.402126193,-0.383702812
956,-10.92455332,-0.443034587,-0.430305749,-0.409343616,-0.554067712,-0.39914611,-0.381304309
956.2222222,-10.87632561,-0.441553658,-0.428502358,-0.407561993,-0.548785981,-0.39608969,-0.378710523
956.4444444,-10.82730537,-0.440303267,-0.426654747,-0.405753274,-0.543075929,-0.393757353,-0.376189836
956.6666667,-10.7783537,-0.439203754,-0.424701056,-0.403869125,-0.537130282,-0.391710034,-0.373840473
956.8888889,-10.73051258,-0.438067508,-0.422585134,-0.401863852,-0.531178734,-0.389709661,-0.371641892
957.1111111,-10.68495732,-0.436754366,-0.420266849,-0.399701341,-0.525431137,-0.387700579,-0.369547916
957.3333333,-10.6429102,-0.43525037,-0.417730967,-0.397361982,-0.5200325,-0.385675267,-0.367521814
957.5555556,-10.60551951,-0.433610497,-0.414991303,-0.394847562,-0.515047718,-0.38363665,-0.365540104
957.7777778,-10.57371996,-0.431893643,-0.412088169,-0.392182164,-0.510473648,-0.381589272,-0.363588926
958,-10.5481018,-0.430140743,-0.40907982,-0.389408323,-0.506263983,-0.379537338,-0.361660417
958.2222222,-10.52881999,-0.428376012,-0.406031,-0.386579445,-0.502353405,-0.377484375,-0.359750286
958.4444444,-10.51556788,-0.426612819,-0.403002345,-0.383750859,-0.49867451,-0.375433277,-0.357856348
958.6666667,-10.50762295,-0.424858325,-0.40004325,-0.380972064,-0.495166984,-0.373386424,-0.355977659
958.8888889,-10.50395189,-0.423116304,-0.397188882,-0.378281819,-0.491781111,-0.37134578,-0.354114007
959.1111111,-10.5033477,-0.421388716,-0.394460525,-0.375706397,-0.488478014,-0.369312986,-0.352265606
959.3333333,-10.50456735,-0.419676548,-0.391867879,-0.373260306,-0.485228361,-0.36728942,-0.350432913
959.5555556,-10.50644539,-0.417980277,-0.389412052,-0.370948442,-0.482010604,-0.365276247,-0.348616508
959.7777778,-10.50797044,-0.416300102,-0.387088414,-0.368768701,-0.478809253,-0.363274461,-0.346817028
960,-10.50832382,-0.414636081,-0.384888942,-0.366714431,-0.475613392,-0.361284912,-0.345035115
