"Freq [MHz]","dB(S(can_1,can_1)) []","dB(S(can_2,can_2)) []","dB(S(can_3,can_3)) []","dB(S(can_4,can_4)) []","dB(S(can_5,can_5)) []","dB(S(can_6,can_6)) []","dB(S(T1,T1)) []","dB(S(T2,T2)) []","dB(S(T3,T3)) []","dB(S(T4,T4)) []","dB(S(T5,T5)) []","dB(S(T6,T6)) []"
864.888888888889,-1.67268560760031,-2.24506916505699,-2.6218228534465,-1.64714852410393,-1.94126880617042,-1.81882186956565,-0.640107120663464,-0.634804004376841,-0.643460920250549,-0.654348777281925,-0.613772374968432,-0.605548996999977
865.111111111111,-1.69360535455027,-2.27883533066751,-2.65516939060004,-1.67717334944862,-1.97486355365333,-1.84915863012396,-0.648877408901747,-0.642155565968676,-0.652143671422522,-0.659891591851283,-0.622753286981596,-0.613215057052234
865.333333333333,-1.71461758933994,-2.31259937009335,-2.68828361768925,-1.71024682211422,-2.01263465250644,-1.88374810965817,-0.659758795893872,-0.650992535860869,-0.662902725150081,-0.66745457937128,-0.6340617512077,-0.623093062804095
865.555555555556,-1.73572718950907,-2.3463511061707,-2.72110743736512,-1.74681667779478,-2.05535909552385,-1.92326041148969,-0.67284269552718,-0.661323114421549,-0.675811767545548,-0.677248425361803,-0.647819039863375,-0.635302847378765
865.777777777778,-1.75694208256975,-2.38009566720734,-2.75359514938346,-1.78731527824795,-2.10387237773638,-1.96833875723788,-0.68821421919294,-0.673177170433257,-0.690928059846116,-0.689550797102447,-0.664123946626839,-0.649957450119554
866,-1.77827373865379,-2.41385224310495,-2.78571551689281,-1.83210824119478,-2.15901595804902,-2.01953818253469,-0.705914972808143,-0.686590377623723,-0.708250609854883,-0.70469801553365,-0.682995125463963,-0.667116820102576
866.222222222222,-1.79973768692156,-2.44765219089329,-2.81745320546262,-1.88142438887231,-2.22154786728091,-2.07724755387562,-0.725879248201089,-0.70157161158699,-0.727650499545983,-0.723042161488847,-0.704270723665843,-0.686703107450514
866.444444444444,-1.82135404199957,-2.48153672527498,-2.84880943772489,-1.93527166504999,-2.29200879940738,-2.14159988966362,-0.747831967213837,-0.718040153228525,-0.748763153760704,-0.744827298492822,-0.727448829492791,-0.708358241123007
866.666666666667,-1.84314801961281,-2.51555443013677,-2.87980177388363,-1.9933520902256,-2.37054482437189,-2.21238145620847,-0.771140916076591,-0.735712446526598,-0.770839616768756,-0.769897768559316,-0.751466557174725,-0.731231189385889
866.888888888889,-1.86515041057174,-2.54975879870641,-2.91046301145811,-2.05499824460275,-2.45670567890885,-2.28895564740292,-0.79463612356873,-0.753915716701576,-0.792579784848407,-0.797116664058995,-0.774466274915057,-0.753720410174501
867.111111111111,-1.88739796808509,-2.58420596385217,-2.94083928405774,-2.11915946290016,-2.54926362513097,-2.37022113835865,-0.816459814073314,-0.77132686729082,-0.812026910111517,-0.823467415689067,-0.793703610208353,-0.773295429832063
867.333333333333,-1.90993364320291,-2.61895272694465,-2.97098751530447,-2.18446156261361,-2.64612345144083,-2.45462279054007,-0.83409217580226,-0.785722556480174,-0.826679963429895,-0.843352777876572,-0.805873170114619,-0.786670955331071
867.555555555556,-1.93280657468909,-2.65405494277082,-3.00097243875888,-2.24934572061217,-2.74440099359154,-2.54022671810142,-0.8447546014893,-0.794021712281408,-0.834002793940693,-0.849690153141072,-0.808077682675975,-0.790649189355225
867.777777777778,-1.95607170001925,-2.68956627519113,-3.03086342085196,-2.31226409476729,-2.84071508976811,-2.62485848114995,-0.846278312458396,-0.793091003360279,-0.832332172477841,-0.838202127289795,-0.799203444074706,-0.783564606183744
868,-1.97978880111181,-2.72553730642716,-3.06073132003502,-2.3718849225103,-2.93166254165583,-2.70628899770919,-0.838141960287561,-0.781470902399437,-0.821783606838898,-0.811907108000396,-0.78080507281539,-0.766476756246757
868.222222222222,-2.00402073187233,-2.76201496239936,-3.09064558568818,-2.42725293410111,-3.01435781608955,-2.78244154794624,-0.821993597126103,-0.760979681264664,-0.804490959288946,-0.77970627293362,-0.756650294687095,-0.743001994086723
868.444444444444,-2.02883050174614,-2.79904220608301,-3.1206717526801,-2.47786735458848,-3.0868735863136,-2.851589375484,-0.801158417118853,-0.7363866879461,-0.783885212979614,-0.750184013830899,-0.731172811755625,-0.717753419531778
868.666666666667,-2.05427683324286,-2.83665794828515,-3.15086943142965,-2.52367043517178,-3.14845204411601,-2.91251775234503,-0.77942140408733,-0.713039121231169,-0.763484599109811,-0.727805096340553,-0.707980863025031,-0.694616286399635
868.888888888889,-2.08040782540579,-2.87489712826886,-3.18129083799258,-2.56496767708969,-3.19945316598846,-2.9646339713644,-0.759901260687591,-0.694607872362079,-0.745965036615821,-0.713406338817158,-0.689224142822658,-0.67592831613073
869.111111111111,-2.10725254208633,-2.91379092321522,-3.21197986118604,-2.60231455477477,-3.24110481365866,-3.00801851096285,-0.744554024708784,-0.682528650077584,-0.732866219321021,-0.706083413793222,-0.67574399016471,-0.662592598813881
869.333333333333,-2.13481086471087,-2.95336705402861,-3.24297162842141,-2.63640230591773,-3.27516811456316,-3.04341652343469,-0.734258774803362,-0.676687915903544,-0.724776697706019,-0.70451475281136,-0.667538102219087,-0.65458841980417
869.555555555556,-2.1630429870114,-2.99365016437831,-3.27429251040096,-2.66796388486546,-3.30362077857244,-3.07217015637358,-0.72916255058268,-0.676299306730613,-0.721684590915953,-0.707530530600236,-0.664194018903393,-0.651456794429879
869.777777777778,-2.19186153952282,-3.03466225952893,-3.30596049667319,-2.69770839624824,-3.32841732140495,-3.09609211611926,-0.729026972181542,-0.680470931917799,-0.723288585690507,-0.714261105158865,-0.665175276103661,-0.652616599916017
870,-2.22113112392668,-3.07642320125863,-3.33798587746255,-2.7262830325724,-3.35134050893153,-3.11728423336698,-0.73347417480143,-0.688456616679005,-0.729204510193426,-0.724123091487331,-0.669973353318237,-0.657527135964284
870.222222222222,-2.25068079729834,-3.1189512651431,-3.37037217991627,-2.75425684487351,-3.37392994719967,-3.13791478568328,-0.742129009369595,-0.699723564674554,-0.739078704551406,-0.736763911982231,-0.678172784951506,-0.665753749992761
870.444444444444,-2.28033281631854,-3.16226377712155,-3.40311732682454,-2.78211953468309,-3.397463108705,-3.15998307863278,-0.754688155652662,-0.713941916411238,-0.752639846735487,-0.752008128682636,-0.689469908042297,-0.676983562130002
870.666666666667,-2.30994437916834,-3.20637785821215,-3.43621501140553,-2.81028927580576,-3.42296509084361,-3.18511177766918,-0.770946911609361,-0.730951613487058,-0.769716780743818,-0.769816679240941,-0.703670725309406,-0.691019899885667
870.888888888889,-2.33944997240581,-3.2513113203582,-3.46965631206902,-2.83912508473549,-3.451229424554,-3.21440764598672,-0.790805029509411,-0.750729473876551,-0.790240396965784,-0.790259237026808,-0.720681580648113,-0.707770209869173
871.111111111111,-2.36888625766209,-3.29708377364184,-3.5034316059626,-2.86894071938801,-3.48283905915095,-3.24841584579619,-0.814264141907297,-0.773363714657449,-0.814239783507362,-0.813497188015607,-0.740499207420767,-0.727234160528176
871.333333333333,-2.39838553784758,-3.34371802645504,-3.53753287953318,-2.90001817779171,-3.51818241473692,-3.28716725430096,-0.84142340050806,-0.799036919111897,-0.841837890707519,-0.839774668417635,-0.763202938925886,-0.749494569420733
871.555555555556,-2.42813713553479,-3.39124188622385,-3.57195657747553,-2.93261951255596,-3.55746372785633,-3.33029410915699,-0.872476558547067,-0.82801648236776,-0.873249196718374,-0.869415733290734,-0.788950076241182,-0.774711939099522
871.777777777778,-2.45832928093383,-3.43969049819577,-3.60670717467231,-2.96699589733214,-3.60070998469787,-3.3771769582003,-0.907711988063571,-0.860651287394016,-0.908780496629984,-0.902826388608254,-0.817974657345796,-0.803122661896267
872,-2.4890876220201,-3.48910938963747,-3.64180168877204,-3.00339273334017,-3.64777873516732,-3.42708799551434,-0.947516339126097,-0.897373641303348,-0.948835354330374,-0.940500760616864,-0.850589633820433,-0.835040756957757
872.222222222222,-2.52041910303064,-3.53955840522386,-3.67727534968673,-3.04204914242018,-3.6983720395632,-3.47930771011999,-0.992382282084833,-0.938705913685502,-0.993922590970593,-0.983031091832415,-0.887192464576905,-0.870863036236655
872.444444444444,-2.55216001398022,-3.5911166996347,-3.71318855563,-3.08318959719545,-3.7520616108471,-3.53320599740794,-1.04292078541984,-0.985271728573806,-1.04466924116065,-1.03112157545374,-0.928274249117812,-0.91107772262242
872.666666666667,-2.58393415811935,-3.6438888378248,-3.74963497568994,-3.12700499365685,-3.80832880981147,-3.58829002274425,-1.09987855122654,-1.03781194687102,-1.10183859381918,-1.08560630464928,-0.974432688246836,-0.956276703884569
872.888888888889,-2.61523019126659,-3.69801172721658,-3.78675003641317,-3.17362079263027,-3.86662070811981,-3.64422723523115,-1.16416150839811,-1.09720605429057,-1.16635421257343,-1.14747185005012,-1.0263893565606,-1.00717177702969
873.111111111111,-2.6462882586755,-3.75366135796828,-3.82471779800641,-3.22305197431731,-3.92642051055997,-3.7008537120114,-1.23686564124637,-1.16449997283729,-1.23933119785597,-1.21788521375474,-1.08501199415913,-1.06461540952584
873.333333333333,-2.6822609471564,-3.81105681296656,-3.86377209391713,-3.27514972188684,-3.98732806503393,-3.75817719237592,-1.31931692560686,-1.2409417798991,-1.32211642849308,-1.29822816832286,-1.15134277800415,-1.12962670984269
873.555555555556,-2.73647279411716,-3.87045628483515,-3.90418470206075,-3.3295535513702,-4.04914477348133,-3.81638227540398,-1.41312279282585,-1.32802739338173,-1.41634014253369,-1.39013931246718,-1.22663382203922,-1.20342344920404
873.777777777778,-2.80332537909032,-3.93213567293236,-3.94623004349682,-3.38567303274747,-4.1119571786163,-3.8758431341347,-1.52023840307393,-1.42755901989186,-1.52398204468413,-1.49556562732324,-1.31239148554122,-1.28746109054877
874,-2.86233018414406,-3.99633573746114,-3.99011531157356,-3.44272878621154,-4.17621403053484,-3.93714672170196,-1.64305216901786,-1.54172013858717,-1.64745625044557,-1.61682602435382,-1.41043144732759,-1.38347983226056
874.222222222222,-2.91350200549437,-4.06316319303746,-4.0358727429993,-3.49987327302085,-4.24279055016087,-4.00112580199679,-1.78449655379845,-1.67317210461028,-1.78972093083292,-1.75669058211944,-1.52294694076011,-1.49356063871303
874.444444444444,-2.96181416519801,-4.13244469330893,-4.08323313413763,-3.55638265833475,-4.31302717584189,-4.06889383886568,-1.94819235816601,-1.82517924080783,-1.95442071791403,-1.9184813322504,-1.65259307711234,-1.62019112918415
874.666666666667,-3.00964683799213,-4.20357258529781,-4.13153376131735,-3.6118714634966,-4.3887132421857,-4.14185842770469,-2.1386377918375,-2.00177174209283,-2.14607310751711,-2.10620438101563,-1.8025909306214,-1.76634222813592
874.888888888889,-3.0578461612152,-4.27544087357249,-4.17973497494548,-3.66645596124465,-4.47195434394854,-4.22166028515076,-2.36145803980308,-2.2079591341366,-2.37031480041764,-2.32473011311407,-1.97685636393632,-1.93555733633588
875.111111111111,-3.10667091933619,-4.34659209711449,-4.22658913684676,-3.72079644870401,-4.56481950536761,-4.30993744748911,-2.62373752845039,-2.45001185006121,-2.63423106642097,-2.58004983715893,-2.18016135424722,-2.13205935314398
875.333333333333,-3.15616255929549,-4.41559745912399,-4.27091716115465,-3.77596468080942,-4.66864306624096,-4.40776771170187,-2.9344669771046,-2.73583541846356,-2.94680232529273,-2.87965454843841,-2.41834201814405,-2.36089149524692
875.555555555556,-3.20627797559728,-4.48149740140684,-4.31186709242022,-3.83306421825118,-4.7829454595131,-4.51467929493407,-3.30515302651397,-3.07547196103394,-3.319519835522,-3.23310226856599,-2.69858216994362,-2.62813362285643
875.777777777778,-3.25693779587378,-4.54403773723826,-4.34903799876196,-3.89246189760201,-4.90426212837147,-4.62741414405419,-3.75066456209252,-3.48177919985766,-3.76725133030297,-3.65285386378929,-3.02983167709503,-2.94128700271573
876,-3.30804388047893,-4.60358674064172,-4.38244537072442,-3.95252202894262,-5.02569158707705,-4.73926808806366,-4.29043666008124,-3.97136155571183,-4.30948647124938,-4.15543841286888,-3.42347205165293,-3.30999603518496
876.222222222222,-3.3594849748163,-4.66085264447391,-4.41239201206778,-4.0083736984436,-5.13814949182219,-4.84127246852873,-4.95024136972324,-4.56586738851203,-4.97217919155114,-4.76292300239388,-3.89440526406327,-3.74732438488779
876.444444444444,-3.4111376603264,-4.71659971408615,-4.43932814984109,-4.05272768173372,-5.23335592260198,-4.92548894823368,-5.76490984343287,-5.29383029185032,-5.79056876596785,-5.50448754027639,-4.46273833836882,-4.27167761315115
876.666666666667,-3.46286567011074,-4.77147495908666,-4.46375123312274,-4.08049502663393,-5.30688948264118,-4.98839053934742,-6.78275060067702,-6.19332601641239,-6.81368972460823,-6.41764656088175,-5.15598272970502,-4.90898810600434
876.888888888889,-3.51451919446308,-4.82594907623244,-4.48615500802961,-4.09347603373954,-5.35924209860464,-5.03165886517955,-8.07314532011002,-7.31578870112711,-8.1119363273568,-7.5481560280601,-6.01099947162656,-5.69405854690004
877.111111111111,-3.5659352126453,-4.8803266584499,-4.50701377840277,-4.09883891706722,-5.39451745299554,-5.06019860177059,-9.74010340529087,-8.7309611309273,-9.79013129817608,-8.94568977621532,-7.07385995738737,-6.66948290187973
877.333333333333,-3.6169394196836,-4.93478148940859,-4.52678108182326,-4.10359930260591,-5.4181747066221,-5.07946520430315,-11.9446359107677,-10.5295381745511,-12.0079130328857,-10.6437939430837,-8.393975328512,-7.87985208091568
877.555555555556,-3.66734966611123,-4.98938863656856,-4.54588361192421,-4.11162674442462,-5.43525755674334,-5.0938058315039,-14.9110362062936,-12.797718262855,-14.978008009113,-12.5804386237273,-10.0016237774068,-9.35381447706324
877.777777777778,-3.71698002133693,-5.0441372697668,-4.5646946766567,-4.12402833909534,-5.44956192226347,-5.10601033628762,-18.5283561970584,-15.4075791695371,-18.5328665155517,-14.3506065849896,-11.8296512292217,-11.0466332895916
878,-3.76564397265083,-5.09891365272337,-4.58347471188906,-4.14047887417564,-5.46347904167746,-5.11753152489486,-19.6619638033463,-17.1371254117547,-19.5206944259483,-14.974093007422,-13.4903526337859,-12.678981742462
878.222222222222,-3.81315542357888,-5.15344744613822,-4.60227094168054,-4.16016509540751,-5.47810870297485,-5.12889287075119,-16.4576904969438,-16.0720365650957,-16.3577655040886,-13.9737965626626,-14.093083326189,-13.5431971548769
878.444444444444,-3.85932739768722,-5.20722555910441,-4.62078051108722,-4.18223893167265,-5.49337492940436,-5.1400663385157,-13.2057420642957,-13.573364303074,-13.1658850121142,-12.2359759440615,-13.1902551832007,-13.0445777706768
878.666666666667,-3.90397050906997,-5.25940770155562,-4.6382158093978,-4.20599532495764,-5.50806991693683,-5.15078728450773,-10.7771191183231,-11.2691265548207,-10.7765981965324,-10.535312780041,-11.5556789707088,-11.6399412446973
878.888888888889,-3.94689572429928,-5.30882963587726,-4.65328601032147,-4.23094632497061,-5.52000554264391,-5.16086261132371,-8.97116699373591,-9.43750476482293,-9.00069332750154,-9.09564690822573,-9.9252886183089,-10.0810854851862
879.111111111111,-3.9879280847133,-5.35422298542813,-4.6645030854644,-4.25688663049989,-5.52686006765511,-5.17057215129285,-7.59824260792596,-8.00792103178614,-7.65275642849931,-7.91896841527926,-8.53554954972256,-8.70092559889522
879.333333333333,-4.02693932963555,-5.39472981011295,-4.67096368544542,-4.2840044277266,-5.52857279846846,-5.18128240669028,-6.53280634225816,-6.88304855453872,-6.60746018042671,-6.95049856546693,-7.40036173186777,-7.56025576724656
879.555555555556,-4.06390655571769,-5.43056712499373,-4.67328307457923,-4.31307260554886,-5.53077603863487,-5.19633538235863,-5.68997476595406,-5.98482219469123,-5.77874733778206,-6.12694100455085,-6.47217083814559,-6.62581618649172
879.777777777778,-4.09899804215853,-5.46340278846296,-4.67375483621938,-4.34572806811877,-5.54514027894891,-5.22197586061806,-5.00921107140845,-5.25501004708448,-5.10484003164772,-5.40012066205047,-5.69203036614265,-5.83853726686346
880,-4.13267099580913,-5.49599511088235,-4.67524179311763,-4.38475829186987,-5.58330954752885,-5.26734458381131,-4.44617393310696,-4.6509216036004,-4.541027162109,-4.75189384485544,-5.01070064971446,-5.1459143461028
880.222222222222,-4.16573666078779,-5.53115100362253,-4.67972662145327,-4.43409292895752,-5.65029111056574,-5.34184963702971,-3.96915242978878,-4.14181120203812,-4.05665323511173,-4.1848428368411,-4.40324163263192,-4.52376562523777
880.444444444444,-4.19931869061825,-5.57065643352792,-4.68775004700092,-4.49787819355603,-5.74431634702623,-5.44957568414298,-3.55706574224657,-3.70608918021526,-3.63293733391615,-3.70099417327424,-3.86736012141447,-3.97316747692444
880.666666666667,-4.23464003382074,-5.61483708186375,-4.69878611944578,-4.57809807578435,-5.86022969082209,-5.58481037862159,-3.19709631656101,-3.32894854162251,-3.25975043260702,-3.29375583055279,-3.40655936684166,-3.49929951104356
880.888888888889,-4.27266273316062,-5.66283248022527,-4.7118664983949,-4.67165930853184,-5.99128733313101,-5.73411437509192,-2.88170357559791,-3.00028291562102,-2.9317191262062,-2.95162703792312,-3.01821972473377,-3.09943481778428
881.111111111111,-4.31374026858701,-5.71319295417221,-4.7260071066314,-4.76994921383836,-6.12905075863525,-5.88322956219811,-2.60591060068512,-2.71298189297381,-2.64509761373888,-2.66277849402882,-2.69356691799094,-2.76441088941064
881.333333333333,-4.35748791108359,-5.76440199261445,-4.74038894456387,-4.86258111121116,-6.26335281781008,-6.02180310154513,-2.36560327161129,-2.46169833715147,-2.39616699106476,-2.41708487897732,-2.42179317429915,-2.48326246854026
881.555555555556,-4.4029442353854,-5.81516709790511,-4.75439204639428,-4.94213323176713,-6.38367636176805,-6.14347580741564,-2.15684215262659,-2.24207791690189,-2.18086579871983,-2.20647071325526,-2.19285641939768,-2.24592959025909
881.777777777778,-4.44890130158937,-5.86451006923751,-4.76756986891908,-5.00573391860344,-6.481702591289,-6.24424500009656,-1.97577123007831,-2.05034779346935,-1.99499076353173,-2.0246388609704,-1.99844594353985,-2.04409921186872
882,-4.49421153188506,-5.91174486868743,-4.77960969074186,-5.05363793996202,-6.5534976093542,-6.32183919787487,-1.81873604173308,-1.88313262229654,-1.8344967545506,-1.86668544673578,-1.83199986828777,-1.87117841278289
882.222222222222,-4.53796063990949,-5.95641417645806,-4.79029656410493,-5.08733810549187,-6.59992105742914,-6.37630771074333,-1.68240714174997,-1.7373880301678,-1.69570569494317,-1.72876284454904,-1.68841444959832,-1.72200390789289
882.444444444444,-4.57950761899428,-5.99822325565316,-4.79948526255811,-5.10861326112967,-6.62523763504865,-6.41048602289461,-1.56384617880037,-1.61038105569382,-1.5753997988848,-1.60782000343286,-1.5637202892988,-1.59253035188567
882.666666666667,-4.61844647078592,-6.03698607540373,-4.80707985112731,-5.11942127012407,-6.63506373291869,-6.42931608811733,-1.46051693224288,-1.4996812455633,-1.47083189387071,-1.50141044460057,-1.45480994829933,-1.47956893622557
882.888888888889,-4.65454200089214,-6.07258635749959,-4.81301924657939,-5.12204937570433,-6.63474151815791,-6.43831954328414,-1.37026115156737,-1.40314809351425,-1.37969028678303,-1.40755153361367,-1.35922878353261,-1.38058528270948
883.111111111111,-4.68766957066747,-6.10495139405357,-4.81726713832528,-5.11907306785972,-6.62852432091496,-6.44222389807491,-1.29125735969576,-1.31891183971555,-1.30004473073679,-1.32462081408119,-1.27501941845433,-1.29354758722543
883.333333333333,-4.71776953621345,-6.1340353604421,-4.81980497813704,-5.1130296851854,-6.61941050803922,-6.44433540096692,-1.2219746114522,-1.24534921223381,-1.23028878087728,-1.2512788143648,-1.20060696287709,-1.21681327606876
883.555555555556,-4.74481682913365,-6.15980917060019,-4.82062709898164,-5.10600608376874,-6.60931475876359,-6.44657603136742,-1.16112780257178,-1.18105678561049,-1.16908602475535,-1.18641082844345,-1.13471398790006,-1.14904412509899
883.777777777778,-4.76880241838807,-6.18225462566381,-4.81973730440282,-5.09938505840653,-6.59934211300922,-6.44982951131461,-1.10763755299072,-1.12482429445952,-1.11532312393606,-1.12908243492387,-1.07629697895861,-1.08914219119972
884,-4.78972294952389,-6.20136127804616,-4.81714647395545,-5.09383685206501,-6.59004530817033,-6.45432051922275,-1.06059564021517,-1.07560950781746,-1.0680702449668,-1.07850509154282,-1.02449831398699,-1.03620097790066
884.222222222222,-4.80875491649254,-6.21584077924022,-4.81171485707021,-5.10044245459258,-6.58950805051106,-6.47330310529224,-1.00932250775963,-1.01418476888956,-1.01739679377908,-1.02897217151226,-0.967013037966542,-0.988102598830706
884.444444444444,-4.82608637481939,-6.22678412725778,-4.80446757090964,-5.10932635070665,-6.59169713150625,-6.49604344612423,-0.965902583833735,-0.966645134536714,-0.974715833062093,-0.986496794550127,-0.916927892824512,-0.947208781792132
884.666666666667,-4.84134918306425,-6.23471474597051,-4.79591773522864,-5.11566047045803,-6.5934983263635,-6.51684654641455,-0.932321832094339,-0.934478015897911,-0.941683761537358,-0.951853180642031,-0.877474053583363,-0.912805767990564
884.888888888889,-4.85448625261708,-6.23960779755378,-4.78607636098647,-5.11942999723506,-6.59510758759153,-6.53566304878692,-0.9060785179317,-0.911563575028417,-0.915823185460583,-0.923470777935929,-0.846473581174062,-0.883591293293915
885.111111111111,-4.86544482152894,-6.24144687231842,-4.7749546100179,-5.12063224509855,-6.5966862869348,-6.55245040594086,-0.885306647202736,-0.894109843020579,-0.895298707987293,-0.900080972009935,-0.822149937953572,-0.858582426351808
885.333333333333,-4.87417672063211,-6.24022360812995,-4.76256323605487,-5.11927836193048,-6.59830268463306,-6.56717328576835,-0.868629095160826,-0.87984353531968,-0.878761641222171,-0.880665899475314,-0.803076604860067,-0.83702945633084
885.555555555556,-4.88063861609695,-6.23593706711672,-4.74891191841388,-5.11539553856976,-6.59985574913262,-6.57980387728084,-0.855037067368979,-0.867431864499731,-0.865226587325529,-0.864413590022564,-0.788120548143115,-0.818355214450258
885.777777777778,-4.88479223758432,-6.22859282456559,-4.73400848669342,-5.10902990734598,-6.60100190114811,-6.59032207361301,-0.843796214465981,-0.856112033935388,-0.853977185615989,-0.850679949953764,-0.776388814131182,-0.802111769553147
886,-4.88660460960285,-6.21820171722154,-4.71785805459959,-5.10025036606599,-6.60112620206423,-6.59871550352704,-0.834375604494788,-0.845464107848449,-0.844495712891504,-0.838957247379867,-0.767181780172794,-0.787949145954667
886.222222222222,-4.88604831640296,-6.20477819425073,-4.70046212079363,-5.08915362550022,-6.59940630996716,-6.6049793756107,-0.82639486265206,-0.835274104611724,-0.836411136349543,-0.828848378633805,-0.759954001311784,-0.775592466416829
886.444444444444,-4.88310184988577,-6.18833822261944,-4.68181776805736,-5.07587084650008,-6.59498547896965,-6.60911608841165,-0.819585181140255,-0.82545181231608,-0.829461018442981,-0.820046078543383,-0.754282314751271,-0.764825072732307
886.666666666667,-4.87775011879686,-6.16889673849288,-4.6619172178518,-5.06057629777647,-6.58720158792958,-6.6111345430848,-0.813760683621571,-0.815981376125022,-0.823463649963436,-0.81231625705145,-0.749840328360853,-0.755475938676712
886.888888888889,-4.86998524069965,-6.14646474577374,-4.64074819566825,-5.04349850629629,-6.57576510511901,-6.61104906982993,-0.808797424369265,-0.806891490710904,-0.818297670896073,-0.805484727436087,-0.746378275320384,-0.747410201786801
887.111111111111,-4.85980780280272,-6.12104641444453,-4.61829584062444,-5.02493434755305,-6.56080024488031,-6.60887784123324,-0.804617980176436,-0.79823737504535,-0.813887151954428,-0.799426696206466,-0.74370726216772,-0.740521988287121
887.333333333333,-4.84722887324579,-6.09263704891025,-4.59454720802144,-5.00526635506681,-6.54274893532958,-6.60464058861927,-0.801180127004696,-0.790089878807183,-0.8101906547903,-0.794058490411253,-0.741687061350215,-0.734728945136415
887.555555555556,-4.83227318319537,-6.0612237575017,-4.5694996028345,-4.98498308156656,-6.52220885074384,-6.59835535345888,-0.79846849678373,-0.782528939298496,-0.807193192919488,-0.789331094651288,-0.74021674485878,-0.729968060701012
887.777777777778,-4.8149840951387,-6.02679221098748,-4.54317366830282,-4.96470139575318,-6.4997834277699,-6.59003388397114,-0.796488407650268,-0.775639711714986,-0.804900309720091,-0.785225153792145,-0.739227595627552,-0.726192474760957
888,-4.79543123108168,-5.98934483634127,-4.5156307284962,-4.94518781312504,-6.47598289990619,-6.57967511407766,-0.795261278171616,-0.76951035146582,-0.803333702067129,-0.781747167708782,-0.738677857083314,-0.723369065350052
888.222222222222,-4.7737219379795,-5.94893679412274,-4.48699081991173,-4.9273728963141,-6.45117561451305,-6.56725592356594,-0.794821193902031,-0.764230819929524,-0.802527970298062,-0.778926662383918,-0.738548985520807,-0.72147666525524
888.444444444444,-4.75001802891414,-5.90573236420531,-4.45744363606598,-4.91234798483759,-6.42557001103389,-6.55271806367683,-0.795212309820067,-0.759892321930151,-0.802528184056027,-0.776814168951029,-0.73884315549009,-0.720504812588369
888.666666666667,-4.72455920560067,-5.86006993714624,-4.42724198248174,-4.9013269507142,-6.39920620164922,-6.53594974387029,-0.796486857938515,-0.756587126851234,-0.803388031779124,-0.775479880576538,-0.739581837010144,-0.720452983404221
888.888888888889,-4.69769365493011,-5.81249747628327,-4.3966708637271,-4.89554839877684,-6.37194153310519,-6.51675995199059,-0.798703596006439,-0.754408612326677,-0.805168378884754,-0.775012888056501,-0.740805317098628,-0.721330294281813
889.111111111111,-4.66991336887393,-5.76372180064624,-4.36599706409945,-4.89608928714469,-6.34341999659995,-6.49484324397655,-0.801926589058863,-0.753451421527539,-0.807936103870238,-0.775520920098054,-0.742573078142201,-0.723155702628024
889.333333333333,-4.64188496960384,-5.7144468029669,-4.33541791217111,-4.90356675327888,-6.31301898796946,-6.46973279251144,-0.806224267393533,-0.75381165516894,-0.811763119531729,-0.777130534666269,-0.744964972379589,-0.725958774903439
889.555555555556,-4.61445462230662,-5.66516721548585,-4.30503170669698,-4.91773189254775,-6.27976977712382,-6.44074058949592,-0.811668757601115,-0.755587035453842,-0.816725525018054,-0.779987724475622,-0.748083144480738,-0.729781139583665
889.777777777778,-4.58858989463847,-5.61604868440092,-4.27484064326975,-4.93701596545725,-6.24225300883782,-6.40688719189498,-0.818335540601382,-0.758876986502831,-0.822902880377421,-0.784258913452944,-0.752054651056316,-0.734678792011516
890,-4.56521452976839,-5.56696578001968,-4.24477929183825,-4.95816866184923,-6.19848254375722,-6.36683172909723,-0.826303551800826,-0.763782578541903,-0.83037765537273,-0.790132332366035,-0.757034704308737,-0.740725468195281
890.222222222222,-4.54492163263932,-5.5176444684505,-4.21475179740459,-4.97619130684796,-6.14581759943162,-6.31882986310104,-0.835655897733456,-0.770406285698891,-0.839234983766424,-0.797819771190367,-0.763210424230878,-0.748017343351104
890.444444444444,-4.5276410737509,-5.46780399007968,-4.18466331769717,-4.98475172735716,-6.08099332623673,-6.2607770789841,-0.846481408284352,-0.778851516067665,-0.849562953305076,-0.807558713394744,-0.77080491829406,-0.756679317373011
890.666666666667,-4.51245077153967,-5.41723798685598,-4.15443958126343,-4.97713026049636,-6.00043338022247,-6.19043581711815,-0.858877254666856,-0.789221898129173,-0.861453770577169,-0.819614863200261,-0.780081421327281,-0.7668730874352
890.888888888889,-4.49772725059481,-5.36583568303913,-4.12403551203325,-4.94753028763033,-5.90106542247517,-6.10597593614801,-0.872952819159198,-0.801620366879291,-0.875006233040189,-0.834285080831237,-0.791347129488631,-0.77880702471013
891.111111111111,-4.48163349466689,-5.31356951695214,-4.09343694797653,-4.89241391765402,-5.78177778064274,-6.00691374400753,-0.888834888690144,-0.8161482133724,-0.890329972677339,-0.851900742392977,-0.804956268774682,-0.792747504068759
891.333333333333,-4.46268893856386,-5.26047238223921,-4.06265961755943,-4.81149332878926,-5.6452419734802,-5.89530996673879,-0.906674066749338,-0.832904482342535,-0.907551848403016,-0.872831539489269,-0.821311880568699,-0.809030732452812
